,Nom,JJ,rr24,t
4315,MONT-DE-MARSAN,20181031,0.0125,8.8625
4316,MONT-DE-MARSAN,20181101,0.0,10.6125
4317,MONT-DE-MARSAN,20181102,1.25,9.5375
4318,MONT-DE-MARSAN,20181103,0.35,5.575
4319,MONT-DE-MARSAN,20181104,0.0,7.4375
4320,MONT-DE-MARSAN,20181105,0.7125,10.1125
4321,MONT-DE-MARSAN,20181106,8.875,10.275
4322,MONT-DE-MARSAN,20181107,3.025,10.8625
4323,MONT-DE-MARSAN,20181108,1.0875,8.325
4324,MONT-DE-MARSAN,20181109,2.5,11.325
4325,MONT-DE-MARSAN,20181110,2.875,12.7
4326,MONT-DE-MARSAN,20181111,2.55,13.9
4327,MONT-DE-MARSAN,20181112,0.4625,11.5375
4328,MONT-DE-MARSAN,20181113,0.2,11.825
4329,MONT-DE-MARSAN,20181114,-0.0375,11.9875
4330,MONT-DE-MARSAN,20181115,0.0,11.6
4331,MONT-DE-MARSAN,20181116,0.0,11.575
4332,MONT-DE-MARSAN,20181117,0.0,10.375
4333,MONT-DE-MARSAN,20181118,-0.1,11.0125
4334,MONT-DE-MARSAN,20181119,-0.0875,6.3625
4335,MONT-DE-MARSAN,20181120,0.0,1.3625
4336,MONT-DE-MARSAN,20181121,-0.0625,4.9625
4337,MONT-DE-MARSAN,20181122,-0.05,8.0375
4338,MONT-DE-MARSAN,20181123,-0.0625,7.6125
4339,MONT-DE-MARSAN,20181124,-0.0625,6.025
4340,MONT-DE-MARSAN,20181125,0.0,8.8625
4341,MONT-DE-MARSAN,20181126,0.0875,7.95
4342,MONT-DE-MARSAN,20181127,0.2375,5.775
4343,MONT-DE-MARSAN,20181128,0.0,8.65
4344,MONT-DE-MARSAN,20181129,0.675,9.35
4345,MONT-DE-MARSAN,20181130,10.075,9.9625
4346,MONT-DE-MARSAN,20181201,1.91428571429,9.14285714286
4347,MONT-DE-MARSAN,20181202,1.175,12.6375
4348,MONT-DE-MARSAN,20181203,0.675,13.55
4349,MONT-DE-MARSAN,20181204,0.775,14.2
4350,MONT-DE-MARSAN,20181205,0.075,11.2
4351,MONT-DE-MARSAN,20181206,0.275,13.05
4352,MONT-DE-MARSAN,20181207,1.575,12.2375
4353,MONT-DE-MARSAN,20181208,3.1375,10.5125
4354,MONT-DE-MARSAN,20181209,0.4625,11.8625
4355,MONT-DE-MARSAN,20181210,0.8375,9.45
4356,MONT-DE-MARSAN,20181211,-0.0375,4.4875
4357,MONT-DE-MARSAN,20181212,0.9,6.7125
4358,MONT-DE-MARSAN,20181213,7.9,8.1
4359,MONT-DE-MARSAN,20181214,12.3875,7.6375
4360,MONT-DE-MARSAN,20181215,0.0,8.8125
4361,MONT-DE-MARSAN,20181216,5.15,10.0125
4362,MONT-DE-MARSAN,20181217,8.325,8.3875
4363,MONT-DE-MARSAN,20181218,0.6625,7.4875
4364,MONT-DE-MARSAN,20181219,-0.025,8.6125
4365,MONT-DE-MARSAN,20181220,0.25,10.0625
4366,MONT-DE-MARSAN,20181221,0.075,10.825
4367,MONT-DE-MARSAN,20181222,4.55,12.075
4368,MONT-DE-MARSAN,20181223,3.025,10.9625
4369,MONT-DE-MARSAN,20181224,-0.075,9.4875
4370,MONT-DE-MARSAN,20181225,-0.1,8.3
4371,MONT-DE-MARSAN,20181226,-0.0375,5.7125
4372,MONT-DE-MARSAN,20181227,0.0,5.125
4373,MONT-DE-MARSAN,20181228,-0.0625,8.775
4374,MONT-DE-MARSAN,20181229,-0.1,5.075
4375,MONT-DE-MARSAN,20181230,-0.075,1.475
4376,MONT-DE-MARSAN,20181231,0.0,2.15
4377,ST GIRONS,20160101,2.075,8.7375
4378,ST GIRONS,20160102,10.5625,6.9875
4379,ST GIRONS,20160103,10.2375,6.625
4380,ST GIRONS,20160104,14.125,8.7
4381,ST GIRONS,20160105,6.4,6.175
4382,ST GIRONS,20160106,4.375,5.8
4383,ST GIRONS,20160107,3.025,10.1625
4384,ST GIRONS,20160108,2.575,10.7125
4385,ST GIRONS,20160109,1.075,10.5375
4386,ST GIRONS,20160110,0.325,9.125
4387,ST GIRONS,20160111,2.35,8.4625
4388,ST GIRONS,20160112,1.9,6.1125
4389,ST GIRONS,20160113,1.2,5.6875
4390,ST GIRONS,20160114,2.32857142857,5.81428571429
4391,ST GIRONS,20160115,10.375,4.075
4392,ST GIRONS,20160116,0.975,1.6625
4393,ST GIRONS,20160117,0.05,1.475
4394,ST GIRONS,20160118,4.25,4.325
4395,ST GIRONS,20160119,11.925,6.2875
4396,ST GIRONS,20160120,0.775,6.2
4397,ST GIRONS,20160121,0.0,4.6125
4398,ST GIRONS,20160122,0.2875,6.5875
4399,ST GIRONS,20160123,3.5,11.0625
4400,ST GIRONS,20160124,0.2,10.025
4401,ST GIRONS,20160125,0.0,10.375
4402,ST GIRONS,20160126,0.0,9.2
4403,ST GIRONS,20160127,-0.1,8.1375
4404,ST GIRONS,20160128,0.025,6.85
4405,ST GIRONS,20160129,1.65,7.8875
4406,ST GIRONS,20160130,0.925,8.2875
4407,ST GIRONS,20160131,0.2375,11.725
4408,ST GIRONS,20160201,0.55,11.8125
4409,ST GIRONS,20160202,0.0125,9.35
4410,ST GIRONS,20160203,4.3875,7.0
4411,ST GIRONS,20160204,3.75,4.225
4412,ST GIRONS,20160205,0.0,7.0
4413,ST GIRONS,20160206,0.0,8.075
4414,ST GIRONS,20160207,9.475,7.3
4415,ST GIRONS,20160208,3.2125,9.9625
4416,ST GIRONS,20160209,3.15,8.5625
4417,ST GIRONS,20160210,19.025,5.675
4418,ST GIRONS,20160211,7.85,6.9875
4419,ST GIRONS,20160212,12.95,8.4375
4420,ST GIRONS,20160213,30.775,11.6125
4421,ST GIRONS,20160214,7.48571428571,8.04285714286
4422,ST GIRONS,20160215,3.075,3.425
4423,ST GIRONS,20160216,1.0125,2.15
4424,ST GIRONS,20160217,-0.05,0.725
4425,ST GIRONS,20160218,0.325,4.3
4426,ST GIRONS,20160219,3.25,3.575
4427,ST GIRONS,20160220,0.025,5.225
4428,ST GIRONS,20160221,0.0,9.175
4429,ST GIRONS,20160222,5.35,7.0625
4430,ST GIRONS,20160223,6.7,8.975
4431,ST GIRONS,20160224,0.225,8.35
4432,ST GIRONS,20160225,12.775,8.075
4433,ST GIRONS,20160226,5.8625,6.15
4434,ST GIRONS,20160227,1.475,4.525
4435,ST GIRONS,20160228,8.425,5.3625
4436,ST GIRONS,20160229,3.7,4.525
4437,ST GIRONS,20160301,0.1,4.9875
4438,ST GIRONS,20160302,2.7,7.225
4439,ST GIRONS,20160303,14.775,6.0875
4440,ST GIRONS,20160304,4.975,8.3125
4441,ST GIRONS,20160305,7.12857142857,5.61428571429
4442,ST GIRONS,20160306,2.1,4.625
4443,ST GIRONS,20160307,2.9,3.88571428571
4444,ST GIRONS,20160308,8.6375,4.725
4445,ST GIRONS,20160309,4.825,4.3875
4446,ST GIRONS,20160310,10.0625,4.9125
4447,ST GIRONS,20160311,1.2,6.05
4448,ST GIRONS,20160312,-0.025,5.775
4449,ST GIRONS,20160313,-0.0125,6.125
4450,ST GIRONS,20160314,-0.0875,5.1125
4451,ST GIRONS,20160315,0.025,8.1375
4452,ST GIRONS,20160316,5.9,5.675
4453,ST GIRONS,20160317,3.125,4.8125
4454,ST GIRONS,20160318,-0.075,6.0625
4455,ST GIRONS,20160319,0.0,8.55
4456,ST GIRONS,20160320,0.35,10.1375
4457,ST GIRONS,20160321,0.525,8.7875
4458,ST GIRONS,20160322,0.0875,7.85
4459,ST GIRONS,20160323,0.0,7.925
4460,ST GIRONS,20160324,0.0,9.3
4461,ST GIRONS,20160325,-0.0571428571429,7.78571428571
4462,ST GIRONS,20160326,-0.0625,13.9625
4463,ST GIRONS,20160327,1.6625,10.2875
4464,ST GIRONS,20160328,0.525,11.3625
4465,ST GIRONS,20160329,0.0,12.35
4466,ST GIRONS,20160330,0.0,13.475
4467,ST GIRONS,20160331,-0.0375,9.3375
4468,ST GIRONS,20160401,4.575,6.2625
4469,ST GIRONS,20160402,1.425,10.05
4470,ST GIRONS,20160403,0.0,13.725
4471,ST GIRONS,20160404,0.275,12.6125
4472,ST GIRONS,20160405,12.525,9.3125
4473,ST GIRONS,20160406,3.53333333333,10.0333333333
4474,ST GIRONS,20160407,1.2125,8.125
4475,ST GIRONS,20160408,10.1,5.7625
4476,ST GIRONS,20160409,5.8,8.575
4477,ST GIRONS,20160410,1.73472347598e-17,13.1375
4478,ST GIRONS,20160411,1.3,12.925
4479,ST GIRONS,20160412,0.4625,12.9
4480,ST GIRONS,20160413,1.1375,11.3875
4481,ST GIRONS,20160414,2.0,14.2
4482,ST GIRONS,20160415,0.0,16.375
4483,ST GIRONS,20160416,0.0375,15.7125
4484,ST GIRONS,20160417,3.875,11.05
4485,ST GIRONS,20160418,8.575,9.0
4486,ST GIRONS,20160419,0.1,12.4875
4487,ST GIRONS,20160420,0.0,14.0375
4488,ST GIRONS,20160421,6.75,11.2375
4489,ST GIRONS,20160422,7.75,10.5875
4490,ST GIRONS,20160423,7.9,10.775
4491,ST GIRONS,20160424,15.575,8.9125
4492,ST GIRONS,20160425,1.425,9.8625
4493,ST GIRONS,20160426,0.0,10.3875
4494,ST GIRONS,20160427,0.0,9.3
4495,ST GIRONS,20160428,0.425,8.9875
4496,ST GIRONS,20160429,0.1375,11.0625
4497,ST GIRONS,20160430,0.675,8.225
4498,ST GIRONS,20160501,5.85,7.9875
4499,ST GIRONS,20160502,0.675,10.2125
4500,ST GIRONS,20160503,0.0,10.4625
4501,ST GIRONS,20160504,0.0,13.7125
4502,ST GIRONS,20160505,0.0,16.6875
4503,ST GIRONS,20160506,0.0,15.25
4504,ST GIRONS,20160507,0.0,15.75
4505,ST GIRONS,20160508,0.0,14.35
4506,ST GIRONS,20160509,0.185714285714,17.5714285714
4507,ST GIRONS,20160510,2.425,14.3
4508,ST GIRONS,20160511,3.725,10.9875
4509,ST GIRONS,20160512,9.0875,12.1375
4510,ST GIRONS,20160513,5.8125,11.95
4511,ST GIRONS,20160514,0.25,11.8875
4512,ST GIRONS,20160515,2.6625,12.8
4513,ST GIRONS,20160516,0.5625,13.175
4514,ST GIRONS,20160517,-0.0625,14.3625
4515,ST GIRONS,20160518,0.1,13.6125
4516,ST GIRONS,20160519,0.275,13.05
4517,ST GIRONS,20160520,0.0375,15.8125
4518,ST GIRONS,20160521,0.0,22.4142857143
4519,ST GIRONS,20160522,6.5125,12.375
4520,ST GIRONS,20160523,7.9125,11.9375
4521,ST GIRONS,20160524,-0.0125,14.3125
4522,ST GIRONS,20160525,0.0,16.35
4523,ST GIRONS,20160526,0.0,17.6625
4524,ST GIRONS,20160527,0.0,18.9125
4525,ST GIRONS,20160528,3.35,18.3
4526,ST GIRONS,20160529,17.725,13.6375
4527,ST GIRONS,20160530,7.6375,12.8625
4528,ST GIRONS,20160531,12.7857142857,13.1142857143
4529,ST GIRONS,20160601,0.35,12.45
4530,ST GIRONS,20160602,1.4,14.925
4531,ST GIRONS,20160603,0.3,17.1375
4532,ST GIRONS,20160604,0.05,17.6
4533,ST GIRONS,20160605,1.4,17.925
4534,ST GIRONS,20160606,1.5625,18.9625
4535,ST GIRONS,20160607,4.375,16.925
4536,ST GIRONS,20160608,0.15,20.3
4537,ST GIRONS,20160609,0.05,19.7875
4538,ST GIRONS,20160610,0.0375,16.6625
4539,ST GIRONS,20160611,0.55,15.5875
4540,ST GIRONS,20160612,0.142857142857,16.5857142857
4541,ST GIRONS,20160613,1.53333333333,17.7
4542,ST GIRONS,20160614,-0.05,17.525
4543,ST GIRONS,20160615,2.5,16.125
4544,ST GIRONS,20160616,2.3,12.9125
4545,ST GIRONS,20160617,1.2,13.975
4546,ST GIRONS,20160622,0.0,28.3
4547,ST GIRONS,20160623,0.0,23.8571428571
4548,ST GIRONS,20160624,1.8,19.5875
4549,ST GIRONS,20160625,9.7875,16.2125
4550,ST GIRONS,20160626,-0.075,15.525
4551,ST GIRONS,20160627,-0.025,18.0375
4552,ST GIRONS,20160628,0.0,19.7875
4553,ST GIRONS,20160629,0.45,17.875
4554,ST GIRONS,20160630,2.55,17.225
4555,ST GIRONS,20160701,0.45,18.8375
4556,ST GIRONS,20160702,2.575,16.725
4557,ST GIRONS,20160703,0.975,18.425
4558,ST GIRONS,20160704,0.525,19.95
4559,ST GIRONS,20160705,13.5875,20.075
4560,ST GIRONS,20160706,2.125,22.175
4561,ST GIRONS,20160707,0.3625,22.5875
4562,ST GIRONS,20160708,5.325,22.2125
4563,ST GIRONS,20160709,2.025,21.8375
4564,ST GIRONS,20160710,0.1875,23.425
4565,ST GIRONS,20160711,1.65,19.0
4566,ST GIRONS,20160712,7.6,15.2625
4567,ST GIRONS,20160713,4.25,15.35
4568,ST GIRONS,20160714,0.2625,15.3
4569,ST GIRONS,20160715,0.0,15.5625
4570,ST GIRONS,20160716,0.0,17.6625
4571,ST GIRONS,20160717,0.0,21.625
4572,ST GIRONS,20160718,0.0,24.5625
4573,ST GIRONS,20160719,0.0,26.625
4574,ST GIRONS,20160720,0.1625,21.725
4575,ST GIRONS,20160721,4.5,19.375
4576,ST GIRONS,20160722,11.375,19.0
4577,ST GIRONS,20160723,6.8,18.5375
4578,ST GIRONS,20160724,0.775,20.35
4579,ST GIRONS,20160725,0.075,21.1875
4580,ST GIRONS,20160726,0.0,21.45
4581,ST GIRONS,20160727,0.0,19.6125
4582,ST GIRONS,20160728,0.0,19.1625
4583,ST GIRONS,20160729,0.025,20.9875
4584,ST GIRONS,20160730,0.325,22.175
4585,ST GIRONS,20160731,0.75,18.6375
4586,ST GIRONS,20160801,0.85,18.3375
4587,ST GIRONS,20160802,0.125,19.85
4588,ST GIRONS,20160803,0.0,21.9625
4589,ST GIRONS,20160804,0.175,18.8625
4590,ST GIRONS,20160805,14.6625,18.775
4591,ST GIRONS,20160806,1.0625,18.825
4592,ST GIRONS,20160807,0.0,18.3285714286
4593,ST GIRONS,20160808,0.12,20.36
4594,ST GIRONS,20160809,0.0875,18.1625
4595,ST GIRONS,20160810,4.275,17.8375
4596,ST GIRONS,20160811,0.025,16.5625
4597,ST GIRONS,20160812,0.0,18.575
4598,ST GIRONS,20160813,0.0,22.5375
4599,ST GIRONS,20160814,0.0,23.6125
4600,ST GIRONS,20160815,0.1375,22.2375
4601,ST GIRONS,20160816,0.6375,24.05
4602,ST GIRONS,20160817,-0.0125,20.8375
4603,ST GIRONS,20160818,0.775,18.825
4604,ST GIRONS,20160819,0.025,22.425
4605,ST GIRONS,20160820,7.7625,16.925
4606,ST GIRONS,20160821,4.2375,17.4875
4607,ST GIRONS,20160822,0.1,20.4875
4608,ST GIRONS,20160823,0.0,23.7375
4609,ST GIRONS,20160824,0.0,23.8125
4610,ST GIRONS,20160825,0.0,25.1625
4611,ST GIRONS,20160826,0.0,22.8875
4612,ST GIRONS,20160827,0.0,24.925
4613,ST GIRONS,20160828,0.0,21.3166666667
4614,ST GIRONS,20160829,4.72,17.02
4615,ST GIRONS,20160830,1.65,19.0125
4616,ST GIRONS,20160831,0.125,20.025
4617,ST GIRONS,20160901,0.05,21.7
4618,ST GIRONS,20160902,0.0,22.15
4619,ST GIRONS,20160903,0.0,22.1375
4620,ST GIRONS,20160904,0.0,22.2
4621,ST GIRONS,20160905,0.0,20.0
4622,ST GIRONS,20160906,0.15,21.3125
4623,ST GIRONS,20160907,0.05,23.3
4624,ST GIRONS,20160908,0.1375,20.3625
4625,ST GIRONS,20160909,0.675,20.3375
4626,ST GIRONS,20160910,3.475,19.175
4627,ST GIRONS,20160911,0.05,21.1375
4628,ST GIRONS,20160912,0.0,23.85
4629,ST GIRONS,20160913,-0.0125,23.975
4630,ST GIRONS,20160914,17.3428571429,13.8142857143
4631,ST GIRONS,20160915,10.5,15.4125
4632,ST GIRONS,20160916,0.675,14.2125
4633,ST GIRONS,20160917,14.0375,13.275
4634,ST GIRONS,20160918,5.1875,13.3625
4635,ST GIRONS,20160919,0.0875,14.8375
4636,ST GIRONS,20160920,-0.0125,15.325
4637,ST GIRONS,20160921,0.0,16.25
4638,ST GIRONS,20160922,0.0,15.8875
4639,ST GIRONS,20160923,0.15,15.8625
4640,ST GIRONS,20160924,0.05,18.275
4641,ST GIRONS,20160925,0.675,16.1375
4642,ST GIRONS,20160926,3.125,16.1875
4643,ST GIRONS,20160927,0.0,15.975
4644,ST GIRONS,20160928,0.0,16.95
4645,ST GIRONS,20160929,0.175,18.4375
4646,ST GIRONS,20160930,0.025,17.6625
4647,ST GIRONS,20161001,1.0125,15.725
4648,ST GIRONS,20161002,9.3625,14.675
4649,ST GIRONS,20161003,0.9,16.0375
4650,ST GIRONS,20161004,0.0,17.575
4651,ST GIRONS,20161005,0.5,16.4125
4652,ST GIRONS,20161006,1.02857142857,14.3714285714
4653,ST GIRONS,20161007,0.575,13.2625
4654,ST GIRONS,20161008,0.15,12.3
4655,ST GIRONS,20161009,0.0,11.175
4656,ST GIRONS,20161010,0.0,10.4333333333
4657,ST GIRONS,20161011,0.0,8.7
4658,ST GIRONS,20161012,0.0,11.375
4659,ST GIRONS,20161013,0.3875,13.1875
4660,ST GIRONS,20161014,33.375,12.125
4661,ST GIRONS,20161015,6.2625,13.5625
4662,ST GIRONS,20161016,0.0,13.0375
4663,ST GIRONS,20161017,0.0,14.325
4664,ST GIRONS,20161018,5.5375,14.3875
4665,ST GIRONS,20161019,2.15,12.0
4666,ST GIRONS,20161020,-0.075,10.0
4667,ST GIRONS,20161021,-0.0625,9.0875
4668,ST GIRONS,20161022,0.0,9.35
4669,ST GIRONS,20161023,0.1,15.4125
4670,ST GIRONS,20161024,0.2,15.0666666667
4671,ST GIRONS,20161028,0.2,13.2666666667
4672,ST GIRONS,20161029,0.0,11.7625
4673,ST GIRONS,20161030,0.0,11.375
4674,ST GIRONS,20161031,0.0,11.075
4675,ST GIRONS,20161101,0.0,10.8875
4676,ST GIRONS,20161102,0.0,10.075
4677,ST GIRONS,20161103,0.0,9.25
4678,ST GIRONS,20161104,0.0,11.45
4679,ST GIRONS,20161105,4.4875,9.125
4680,ST GIRONS,20161106,7.7375,7.0875
4681,ST GIRONS,20161107,0.4375,5.2875
4682,ST GIRONS,20161108,1.15,5.5125
4683,ST GIRONS,20161109,4.55,9.15
4684,ST GIRONS,20161110,6.225,9.4
4685,ST GIRONS,20161111,5.8875,9.6625
4686,ST GIRONS,20161112,9.9125,9.5875
4687,ST GIRONS,20161113,4.05,10.3
4688,ST GIRONS,20161114,10.975,8.5875
4689,ST GIRONS,20161115,1.35,7.2625
4690,ST GIRONS,20161116,0.0,6.75
4691,ST GIRONS,20161117,0.0,8.7125
4692,ST GIRONS,20161118,1.025,9.075
4693,ST GIRONS,20161119,12.4428571429,8.65714285714
4694,ST GIRONS,20161120,0.075,10.65
4695,ST GIRONS,20161121,0.225,11.95
4696,ST GIRONS,20161122,1.8,9.5625
4697,ST GIRONS,20161123,5.0125,7.5875
4698,ST GIRONS,20161124,13.15,7.7375
4699,ST GIRONS,20161125,-0.0375,6.925
4700,ST GIRONS,20161126,0.0,3.2625
4701,ST GIRONS,20161127,0.0,6.325
4702,ST GIRONS,20161128,0.0,5.85
4703,ST GIRONS,20161129,0.0,7.65
4704,ST GIRONS,20161130,0.0,5.9625
4705,ST GIRONS,20161201,0.0,5.0375
4706,ST GIRONS,20161202,0.0,5.175
4707,ST GIRONS,20161203,0.0,3.75
4708,ST GIRONS,20161204,0.0,6.6875
4709,ST GIRONS,20161205,0.0,8.425
4710,ST GIRONS,20161206,0.0,7.375
4711,ST GIRONS,20161207,0.0,6.575
4712,ST GIRONS,20161208,0.0,5.4125
4713,ST GIRONS,20161209,0.0,5.9125
4714,ST GIRONS,20161210,0.0,6.125
4715,ST GIRONS,20161211,0.0,5.45
4716,ST GIRONS,20161212,0.0,6.05
4717,ST GIRONS,20161213,0.0,5.9
4718,ST GIRONS,20161214,0.0,4.9
4719,ST GIRONS,20161215,0.0,4.05
4720,ST GIRONS,20161216,0.0,3.4375
4721,ST GIRONS,20161217,0.0,3.8125
4722,ST GIRONS,20161218,0.0,3.925
4723,ST GIRONS,20161219,0.0,1.7875
4724,ST GIRONS,20161220,0.0,2.8625
4725,ST GIRONS,20161221,0.0,2.475
4726,ST GIRONS,20161222,1.7,4.14285714286
4727,ST GIRONS,20161223,5.4375,9.0
4728,ST GIRONS,20161224,0.775,8.8375
4729,ST GIRONS,20161225,-0.0375,6.65
4730,ST GIRONS,20161226,0.0,4.55
4731,ST GIRONS,20161227,0.0,6.2375
4732,ST GIRONS,20161228,0.0,5.1875
4733,ST GIRONS,20161229,0.0,4.0
4734,ST GIRONS,20161230,0.0,-1.1875
4735,ST GIRONS,20161231,0.0,-0.6625
4736,ST GIRONS,20170101,0.0,0.45
4737,ST GIRONS,20170102,-0.025,-3.0
4738,ST GIRONS,20170103,-0.075,-1.55
4739,ST GIRONS,20170104,0.0,-0.8
4740,ST GIRONS,20170105,0.0,-0.1375
4741,ST GIRONS,20170106,0.0,-1.4
4742,ST GIRONS,20170107,0.0,-1.625
4743,ST GIRONS,20170108,-0.0125,0.6875
4744,ST GIRONS,20170109,-0.1,3.4875
4745,ST GIRONS,20170110,7.6125,4.8375
4746,ST GIRONS,20170111,12.675,5.3
4747,ST GIRONS,20170112,1.0,8.275
4748,ST GIRONS,20170113,14.05,3.7125
4749,ST GIRONS,20170114,6.775,1.9875
4750,ST GIRONS,20170115,3.75,2.775
4751,ST GIRONS,20170116,30.125,4.75
4752,ST GIRONS,20170117,15.6625,-1.05
4753,ST GIRONS,20170118,-0.0875,-3.4125
4754,ST GIRONS,20170119,0.0,-3.275
4755,ST GIRONS,20170120,0.0,-1.3625
4756,ST GIRONS,20170121,0.0,1.7375
4757,ST GIRONS,20170122,-0.075,3.5375
4758,ST GIRONS,20170123,1.975,3.675
4759,ST GIRONS,20170124,1.425,3.7375
4760,ST GIRONS,20170125,0.0125,-0.3125
4761,ST GIRONS,20170126,0.175,0.0375
4762,ST GIRONS,20170127,0.0,9.125
4763,ST GIRONS,20170128,3.3,6.125
4764,ST GIRONS,20170129,1.9,6.2
4765,ST GIRONS,20170130,0.0,8.25
4766,ST GIRONS,20170131,0.0,9.9
4767,ST GIRONS,20170201,0.0,7.775
4768,ST GIRONS,20170202,0.0,8.1375
4769,ST GIRONS,20170203,1.5,6.625
4770,ST GIRONS,20170204,2.625,7.9375
4771,ST GIRONS,20170205,9.7375,5.8
4772,ST GIRONS,20170206,9.3625,6.375
4773,ST GIRONS,20170207,9.05,9.975
4774,ST GIRONS,20170208,8.25,4.5125
4775,ST GIRONS,20170209,2.25,3.9125
4776,ST GIRONS,20170210,0.0,4.3375
4777,ST GIRONS,20170211,0.0,3.35
4778,ST GIRONS,20170212,0.0,8.5
4779,ST GIRONS,20170213,0.0,12.8
4780,ST GIRONS,20170214,4.4625,10.625
4781,ST GIRONS,20170215,1.325,8.3375
4782,ST GIRONS,20170216,0.0,8.6
4783,ST GIRONS,20170217,0.0,8.3875
4784,ST GIRONS,20170218,0.0,8.125
4785,ST GIRONS,20170219,0.0,6.1875
4786,ST GIRONS,20170220,0.0,7.675
4787,ST GIRONS,20170221,0.0,7.8875
4788,ST GIRONS,20170222,0.0,8.2
4789,ST GIRONS,20170223,0.0,9.4375
4790,ST GIRONS,20170224,1.375,7.8625
4791,ST GIRONS,20170225,0.8125,5.775
4792,ST GIRONS,20170226,0.0,6.7875
4793,ST GIRONS,20170227,0.0,9.675
4794,ST GIRONS,20170228,1.85,8.2125
4795,ST GIRONS,20170301,3.1375,7.1625
4796,ST GIRONS,20170302,0.0,9.9
4797,ST GIRONS,20170303,0.0,10.675
4798,ST GIRONS,20170304,14.5625,6.7125
4799,ST GIRONS,20170305,3.2625,7.8
4800,ST GIRONS,20170306,3.15,11.2875
4801,ST GIRONS,20170307,3.225,9.6625
4802,ST GIRONS,20170308,2.325,12.2625
4803,ST GIRONS,20170309,0.0,10.8875
4804,ST GIRONS,20170310,0.0,11.1375
4805,ST GIRONS,20170311,0.0,14.85
4806,ST GIRONS,20170312,0.35,11.375
4807,ST GIRONS,20170313,1.425,8.8375
4808,ST GIRONS,20170314,1.425,11.2375
4809,ST GIRONS,20170315,0.0,10.1625
4810,ST GIRONS,20170316,0.0,12.2875
4811,ST GIRONS,20170317,0.0,12.0142857143
4812,ST GIRONS,20170318,0.657142857143,8.37142857143
4813,ST GIRONS,20170319,0.225,9.3125
4814,ST GIRONS,20170320,0.15,9.675
4815,ST GIRONS,20170321,1.175,8.475
4816,ST GIRONS,20170322,2.125,9.075
4817,ST GIRONS,20170323,6.15,6.0125
4818,ST GIRONS,20170324,2.9,4.6125
4819,ST GIRONS,20170325,24.7,5.1875
4820,ST GIRONS,20170326,4.8375,10.425
4821,ST GIRONS,20170327,0.0,10.85
4822,ST GIRONS,20170328,0.0,11.15
4823,ST GIRONS,20170329,0.0,13.4875
4824,ST GIRONS,20170330,0.0,15.9571428571
4825,ST GIRONS,20170331,0.55,13.7
4826,ST GIRONS,20170401,11.0875,8.725
4827,ST GIRONS,20170402,8.3625,7.7125
4828,ST GIRONS,20170403,3.275,10.8875
4829,ST GIRONS,20170404,0.0,11.5
4830,ST GIRONS,20170405,1.0,11.0
4831,ST GIRONS,20170406,1.4,10.0
4832,ST GIRONS,20170407,0.0,10.575
4833,ST GIRONS,20170408,0.0,14.7375
4834,ST GIRONS,20170409,0.0,16.0875
4835,ST GIRONS,20170410,0.0,15.45
4836,ST GIRONS,20170411,0.0,12.65
4837,ST GIRONS,20170412,0.0,12.7625
4838,ST GIRONS,20170413,0.0,13.5625
4839,ST GIRONS,20170414,0.0,12.5625
4840,ST GIRONS,20170415,0.2375,11.325
4841,ST GIRONS,20170416,0.45,11.9125
4842,ST GIRONS,20170417,0.05,12.75
4843,ST GIRONS,20170418,0.0,10.95
4844,ST GIRONS,20170419,0.0,8.6875
4845,ST GIRONS,20170420,0.0,6.9375
4846,ST GIRONS,20170421,0.0,10.3125
4847,ST GIRONS,20170422,0.0,13.175
4848,ST GIRONS,20170423,0.0,14.5375
4849,ST GIRONS,20170424,0.0,15.575
4850,ST GIRONS,20170425,1.2,12.3625
4851,ST GIRONS,20170426,12.0125,6.9375
4852,ST GIRONS,20170427,5.1,4.2375
4853,ST GIRONS,20170428,2.475,6.475
4854,ST GIRONS,20170429,0.0,9.9625
4855,ST GIRONS,20170430,1.75,10.05
4856,ST GIRONS,20170501,8.1375,9.1
4857,ST GIRONS,20170502,3.2,10.825
4858,ST GIRONS,20170503,5.8375,12.2875
4859,ST GIRONS,20170504,0.05,13.6625
4860,ST GIRONS,20170505,0.0,14.7875
4861,ST GIRONS,20170506,7.6875,14.2
4862,ST GIRONS,20170507,1.8,12.7375
4863,ST GIRONS,20170508,0.0,13.1875
4864,ST GIRONS,20170509,0.0,14.125
4865,ST GIRONS,20170510,0.15,14.7125
4866,ST GIRONS,20170511,0.575,15.425
4867,ST GIRONS,20170512,0.3,15.525
4868,ST GIRONS,20170513,0.425,15.125
4869,ST GIRONS,20170514,0.275,16.925
4870,ST GIRONS,20170515,0.2125,19.125
4871,ST GIRONS,20170516,0.0,20.875
4872,ST GIRONS,20170517,0.0625,20.4625
4873,ST GIRONS,20170518,0.675,12.375
4874,ST GIRONS,20170519,4.175,10.6625
4875,ST GIRONS,20170520,0.0,11.425
4876,ST GIRONS,20170521,0.0,16.4625
4877,ST GIRONS,20170522,4.5625,18.3625
4878,ST GIRONS,20170523,13.95,14.175
4879,ST GIRONS,20170524,0.24,15.58
4880,ST GIRONS,20170526,-0.1,20.0
4881,ST GIRONS,20170527,0.0375,21.75
4882,ST GIRONS,20170528,0.7,22.9
4883,ST GIRONS,20170529,0.0375,19.175
4884,ST GIRONS,20170530,6.1625,16.2375
