,Nom,JJ,rr24,t
0,BORDEAUX-MERIGNAC,20160101,0.075,8.4125
1,BORDEAUX-MERIGNAC,20160102,1.525,10.25
2,BORDEAUX-MERIGNAC,20160103,7.9625,8.525
3,BORDEAUX-MERIGNAC,20160104,21.5625,10.3
4,BORDEAUX-MERIGNAC,20160105,12.45,8.0625
5,BORDEAUX-MERIGNAC,20160106,18.025,9.4625
6,BORDEAUX-MERIGNAC,20160107,41.8375,12.0625
7,BORDEAUX-MERIGNAC,20160108,11.3125,11.1125
8,BORDEAUX-MERIGNAC,20160109,1.45,11.25
9,BORDEAUX-MERIGNAC,20160110,17.6875,9.1625
10,BORDEAUX-MERIGNAC,20160111,22.4875,9.575
11,BORDEAUX-MERIGNAC,20160112,15.675,7.8125
12,BORDEAUX-MERIGNAC,20160113,5.15,6.2875
13,BORDEAUX-MERIGNAC,20160114,5.7,7.725
14,BORDEAUX-MERIGNAC,20160115,2.8,4.65
15,BORDEAUX-MERIGNAC,20160116,0.075,3.1125
16,BORDEAUX-MERIGNAC,20160117,0.0,4.125
17,BORDEAUX-MERIGNAC,20160118,6.2375,6.3875
18,BORDEAUX-MERIGNAC,20160119,10.8375,8.9125
19,BORDEAUX-MERIGNAC,20160120,3.125,8.55
20,BORDEAUX-MERIGNAC,20160121,0.0875,4.8375
21,BORDEAUX-MERIGNAC,20160122,4.025,8.3625
22,BORDEAUX-MERIGNAC,20160123,3.875,11.25
23,BORDEAUX-MERIGNAC,20160124,0.15,9.9625
24,BORDEAUX-MERIGNAC,20160125,0.05,11.3875
25,BORDEAUX-MERIGNAC,20160126,0.125,11.15
26,BORDEAUX-MERIGNAC,20160127,0.075,9.425
27,BORDEAUX-MERIGNAC,20160128,0.275,9.975
28,BORDEAUX-MERIGNAC,20160129,0.7125,7.9875
29,BORDEAUX-MERIGNAC,20160130,0.9375,9.0625
30,BORDEAUX-MERIGNAC,20160131,12.625,12.725
31,BORDEAUX-MERIGNAC,20160201,4.875,12.4625
32,BORDEAUX-MERIGNAC,20160202,1.1,11.5375
33,BORDEAUX-MERIGNAC,20160203,6.9875,9.1
34,BORDEAUX-MERIGNAC,20160204,0.825,7.4625
35,BORDEAUX-MERIGNAC,20160205,0.0,9.5375
36,BORDEAUX-MERIGNAC,20160206,-0.0125,10.425
37,BORDEAUX-MERIGNAC,20160207,11.1875,9.2125
38,BORDEAUX-MERIGNAC,20160208,6.0625,12.4375
39,BORDEAUX-MERIGNAC,20160209,24.75,10.4875
40,BORDEAUX-MERIGNAC,20160210,14.275,6.775
41,BORDEAUX-MERIGNAC,20160211,5.475,8.15
42,BORDEAUX-MERIGNAC,20160212,14.1,10.4125
43,BORDEAUX-MERIGNAC,20160213,6.625,11.9625
44,BORDEAUX-MERIGNAC,20160214,32.4,7.725
45,BORDEAUX-MERIGNAC,20160215,7.725,4.75
46,BORDEAUX-MERIGNAC,20160216,0.0,3.55
47,BORDEAUX-MERIGNAC,20160217,0.0,2.6375
48,BORDEAUX-MERIGNAC,20160218,0.5125,6.0875
49,BORDEAUX-MERIGNAC,20160219,0.0875,5.675
50,BORDEAUX-MERIGNAC,20160220,0.1875,9.1125
51,BORDEAUX-MERIGNAC,20160221,0.525,11.425
52,BORDEAUX-MERIGNAC,20160222,0.05,8.725
53,BORDEAUX-MERIGNAC,20160223,3.775,11.0875
54,BORDEAUX-MERIGNAC,20160224,3.975,11.425
55,BORDEAUX-MERIGNAC,20160225,3.9625,8.3375
56,BORDEAUX-MERIGNAC,20160226,1.625,6.25
57,BORDEAUX-MERIGNAC,20160227,2.3,7.7625
58,BORDEAUX-MERIGNAC,20160228,2.6625,6.25
59,BORDEAUX-MERIGNAC,20160229,-0.025,5.3
60,BORDEAUX-MERIGNAC,20160301,-0.0125,6.625
61,BORDEAUX-MERIGNAC,20160302,10.7625,10.2875
62,BORDEAUX-MERIGNAC,20160303,7.8375,8.8
63,BORDEAUX-MERIGNAC,20160304,18.4625,9.525
64,BORDEAUX-MERIGNAC,20160305,17.3375,6.8
65,BORDEAUX-MERIGNAC,20160306,1.55,5.8125
66,BORDEAUX-MERIGNAC,20160307,0.4,6.9625
67,BORDEAUX-MERIGNAC,20160308,0.0125,6.2
68,BORDEAUX-MERIGNAC,20160309,8.85,8.325
69,BORDEAUX-MERIGNAC,20160310,7.725,7.25
70,BORDEAUX-MERIGNAC,20160311,0.5375,7.975
71,BORDEAUX-MERIGNAC,20160312,0.0,9.0
72,BORDEAUX-MERIGNAC,20160313,0.0,7.45
73,BORDEAUX-MERIGNAC,20160314,0.0,8.4625
74,BORDEAUX-MERIGNAC,20160315,0.0,9.2625
75,BORDEAUX-MERIGNAC,20160316,-0.05,7.85
76,BORDEAUX-MERIGNAC,20160317,-0.05,7.9875
77,BORDEAUX-MERIGNAC,20160318,2.7,7.875
78,BORDEAUX-MERIGNAC,20160319,1.7,11.65
79,BORDEAUX-MERIGNAC,20160320,3.45,11.3625
80,BORDEAUX-MERIGNAC,20160321,9.7375,10.5875
81,BORDEAUX-MERIGNAC,20160322,-0.025,9.025
82,BORDEAUX-MERIGNAC,20160323,0.0,9.7375
83,BORDEAUX-MERIGNAC,20160324,0.0,9.0625
84,BORDEAUX-MERIGNAC,20160325,0.2125,10.025
85,BORDEAUX-MERIGNAC,20160326,0.775,15.25
86,BORDEAUX-MERIGNAC,20160327,5.275,11.025
87,BORDEAUX-MERIGNAC,20160328,3.25,12.8375
88,BORDEAUX-MERIGNAC,20160329,1.025,12.575
89,BORDEAUX-MERIGNAC,20160330,0.45,15.425
90,BORDEAUX-MERIGNAC,20160331,4.225,9.875
91,BORDEAUX-MERIGNAC,20160401,3.7625,9.225
92,BORDEAUX-MERIGNAC,20160402,0.0,11.425
93,BORDEAUX-MERIGNAC,20160403,0.125,13.7125
94,BORDEAUX-MERIGNAC,20160404,2.6,10.9875
95,BORDEAUX-MERIGNAC,20160405,6.425,11.8
96,BORDEAUX-MERIGNAC,20160406,0.0125,10.425
97,BORDEAUX-MERIGNAC,20160407,3.025,9.1875
98,BORDEAUX-MERIGNAC,20160408,2.975,7.8375
99,BORDEAUX-MERIGNAC,20160409,6.4,9.7375
100,BORDEAUX-MERIGNAC,20160410,4.2875,14.3125
101,BORDEAUX-MERIGNAC,20160411,0.375,13.975
102,BORDEAUX-MERIGNAC,20160412,2.65,13.75
103,BORDEAUX-MERIGNAC,20160413,2.15,12.75
104,BORDEAUX-MERIGNAC,20160414,0.4375,13.6625
105,BORDEAUX-MERIGNAC,20160415,8.425,13.0
106,BORDEAUX-MERIGNAC,20160416,6.725,13.0875
107,BORDEAUX-MERIGNAC,20160417,3.175,10.7
108,BORDEAUX-MERIGNAC,20160418,0.4125,10.1
109,BORDEAUX-MERIGNAC,20160419,0.0,14.0
110,BORDEAUX-MERIGNAC,20160420,0.2,15.5125
111,BORDEAUX-MERIGNAC,20160421,1.0,14.375
112,BORDEAUX-MERIGNAC,20160422,0.1125,13.6125
113,BORDEAUX-MERIGNAC,20160423,1.8625,12.675
114,BORDEAUX-MERIGNAC,20160424,2.5125,10.325
115,BORDEAUX-MERIGNAC,20160425,-0.0125,10.5125
116,BORDEAUX-MERIGNAC,20160426,0.475,11.2875
117,BORDEAUX-MERIGNAC,20160427,0.0625,10.3375
118,BORDEAUX-MERIGNAC,20160428,0.0,9.1875
119,BORDEAUX-MERIGNAC,20160429,0.0,9.925
120,BORDEAUX-MERIGNAC,20160430,2.25,9.7875
121,BORDEAUX-MERIGNAC,20160501,0.9375,9.6625
122,BORDEAUX-MERIGNAC,20160502,0.0,11.125
123,BORDEAUX-MERIGNAC,20160503,0.0,12.95
124,BORDEAUX-MERIGNAC,20160504,0.0,15.5125
125,BORDEAUX-MERIGNAC,20160505,0.0,19.5625
126,BORDEAUX-MERIGNAC,20160506,0.0,18.35
127,BORDEAUX-MERIGNAC,20160507,0.0,18.125
128,BORDEAUX-MERIGNAC,20160508,0.0,17.9625
129,BORDEAUX-MERIGNAC,20160509,5.475,16.2625
130,BORDEAUX-MERIGNAC,20160510,10.475,17.7375
131,BORDEAUX-MERIGNAC,20160511,1.9,15.8375
132,BORDEAUX-MERIGNAC,20160512,0.0875,14.0375
133,BORDEAUX-MERIGNAC,20160513,-0.0375,14.5625
134,BORDEAUX-MERIGNAC,20160514,-0.025,15.55
135,BORDEAUX-MERIGNAC,20160515,0.0625,14.5875
136,BORDEAUX-MERIGNAC,20160516,0.0,13.075
137,BORDEAUX-MERIGNAC,20160517,0.0,14.625
138,BORDEAUX-MERIGNAC,20160518,0.125,13.3125
139,BORDEAUX-MERIGNAC,20160519,0.3125,14.5625
140,BORDEAUX-MERIGNAC,20160520,0.1375,17.4625
141,BORDEAUX-MERIGNAC,20160521,1.1875,21.2125
142,BORDEAUX-MERIGNAC,20160522,14.9,13.7125
143,BORDEAUX-MERIGNAC,20160523,4.05,13.1625
144,BORDEAUX-MERIGNAC,20160524,0.225,15.2625
145,BORDEAUX-MERIGNAC,20160525,0.25,18.6
146,BORDEAUX-MERIGNAC,20160526,7.8875,18.075
147,BORDEAUX-MERIGNAC,20160527,2.8125,20.8625
148,BORDEAUX-MERIGNAC,20160528,7.975,19.0125
149,BORDEAUX-MERIGNAC,20160529,10.7875,17.0
150,BORDEAUX-MERIGNAC,20160530,6.8625,15.15
151,BORDEAUX-MERIGNAC,20160531,2.4,16.5125
152,BORDEAUX-MERIGNAC,20160601,1.5375,15.4625
153,BORDEAUX-MERIGNAC,20160602,0.7125,17.525
154,BORDEAUX-MERIGNAC,20160603,0.0,17.3125
155,BORDEAUX-MERIGNAC,20160604,0.0,16.9875
156,BORDEAUX-MERIGNAC,20160605,0.0,19.825
157,BORDEAUX-MERIGNAC,20160606,0.125,21.15
158,BORDEAUX-MERIGNAC,20160607,12.3625,20.8375
159,BORDEAUX-MERIGNAC,20160608,0.8125,22.725
160,BORDEAUX-MERIGNAC,20160609,0.0,22.6625
161,BORDEAUX-MERIGNAC,20160610,0.675,19.65
162,BORDEAUX-MERIGNAC,20160611,1.125,17.55
163,BORDEAUX-MERIGNAC,20160612,0.725,16.3875
164,BORDEAUX-MERIGNAC,20160613,3.325,17.3125
165,BORDEAUX-MERIGNAC,20160614,3.675,16.4625
166,BORDEAUX-MERIGNAC,20160615,5.5625,16.2375
167,BORDEAUX-MERIGNAC,20160616,12.425,14.8
168,BORDEAUX-MERIGNAC,20160617,10.75,15.75
169,BORDEAUX-MERIGNAC,20160618,18.9875,15.675
170,BORDEAUX-MERIGNAC,20160619,0.3,16.4125
171,BORDEAUX-MERIGNAC,20160620,-0.0125,17.675
172,BORDEAUX-MERIGNAC,20160621,0.0,22.2875
173,BORDEAUX-MERIGNAC,20160622,0.0,26.9375
174,BORDEAUX-MERIGNAC,20160623,0.0,24.9142857143
175,BORDEAUX-MERIGNAC,20160624,1.425,20.575
176,BORDEAUX-MERIGNAC,20160625,0.775,18.475
177,BORDEAUX-MERIGNAC,20160626,0.0,17.55
178,BORDEAUX-MERIGNAC,20160627,0.0,17.525
179,BORDEAUX-MERIGNAC,20160628,0.0,18.95
180,BORDEAUX-MERIGNAC,20160629,0.0,18.425
181,BORDEAUX-MERIGNAC,20160630,0.0,20.0
182,BORDEAUX-MERIGNAC,20160701,0.0,19.6375
183,BORDEAUX-MERIGNAC,20160702,1.4875,18.1
184,BORDEAUX-MERIGNAC,20160703,0.7,18.3125
185,BORDEAUX-MERIGNAC,20160704,0.0,20.7375
186,BORDEAUX-MERIGNAC,20160705,0.0,20.05
187,BORDEAUX-MERIGNAC,20160706,0.0,20.9625
188,BORDEAUX-MERIGNAC,20160707,0.0,23.85
189,BORDEAUX-MERIGNAC,20160708,0.0,21.25
190,BORDEAUX-MERIGNAC,20160709,0.0,22.0375
191,BORDEAUX-MERIGNAC,20160710,0.0,22.2375
192,BORDEAUX-MERIGNAC,20160711,0.0,20.5
193,BORDEAUX-MERIGNAC,20160712,-0.025,19.4875
194,BORDEAUX-MERIGNAC,20160713,0.6,17.4875
195,BORDEAUX-MERIGNAC,20160714,0.7,16.8875
196,BORDEAUX-MERIGNAC,20160715,0.1,19.3625
197,BORDEAUX-MERIGNAC,20160716,0.0,22.3
198,BORDEAUX-MERIGNAC,20160717,0.0,25.475
199,BORDEAUX-MERIGNAC,20160718,0.0,27.45
200,BORDEAUX-MERIGNAC,20160719,0.0,28.55
201,BORDEAUX-MERIGNAC,20160720,0.0,22.4375
202,BORDEAUX-MERIGNAC,20160721,0.0,21.1875
203,BORDEAUX-MERIGNAC,20160722,0.0,21.2875
204,BORDEAUX-MERIGNAC,20160723,0.0,21.0875
205,BORDEAUX-MERIGNAC,20160724,0.0,21.0375
206,BORDEAUX-MERIGNAC,20160725,0.0,21.6625
207,BORDEAUX-MERIGNAC,20160726,0.0,22.15
208,BORDEAUX-MERIGNAC,20160727,0.0,20.45
209,BORDEAUX-MERIGNAC,20160728,1.6,20.25
210,BORDEAUX-MERIGNAC,20160729,1.75,21.2375
211,BORDEAUX-MERIGNAC,20160730,1.75,20.8375
212,BORDEAUX-MERIGNAC,20160731,3.9625,19.7375
213,BORDEAUX-MERIGNAC,20160801,0.0,19.5625
214,BORDEAUX-MERIGNAC,20160802,0.0,20.075
215,BORDEAUX-MERIGNAC,20160803,0.0,21.5375
216,BORDEAUX-MERIGNAC,20160804,3.8375,18.0875
217,BORDEAUX-MERIGNAC,20160805,6.0125,19.2
218,BORDEAUX-MERIGNAC,20160806,0.05,20.575
219,BORDEAUX-MERIGNAC,20160807,0.0,23.2125
220,BORDEAUX-MERIGNAC,20160808,0.0,20.125
221,BORDEAUX-MERIGNAC,20160809,0.0,19.3625
222,BORDEAUX-MERIGNAC,20160810,0.0,18.0
223,BORDEAUX-MERIGNAC,20160811,0.0,18.125
224,BORDEAUX-MERIGNAC,20160812,0.0,22.275
225,BORDEAUX-MERIGNAC,20160813,0.0,25.7375
226,BORDEAUX-MERIGNAC,20160814,0.0,27.075
227,BORDEAUX-MERIGNAC,20160815,0.0,27.2875
228,BORDEAUX-MERIGNAC,20160816,0.0,25.975
229,BORDEAUX-MERIGNAC,20160817,0.0,22.2
230,BORDEAUX-MERIGNAC,20160818,-0.0875,21.1125
231,BORDEAUX-MERIGNAC,20160819,-0.05,20.2125
232,BORDEAUX-MERIGNAC,20160820,1.275,20.25
233,BORDEAUX-MERIGNAC,20160821,0.0625,19.75
234,BORDEAUX-MERIGNAC,20160822,-0.0125,22.9
235,BORDEAUX-MERIGNAC,20160823,0.0,27.2
236,BORDEAUX-MERIGNAC,20160824,-0.0875,26.5375
237,BORDEAUX-MERIGNAC,20160825,-0.0125,26.45
238,BORDEAUX-MERIGNAC,20160826,0.0,25.5375
239,BORDEAUX-MERIGNAC,20160827,0.0,26.9125
240,BORDEAUX-MERIGNAC,20160828,-0.075,23.1625
241,BORDEAUX-MERIGNAC,20160829,-0.075,20.025
242,BORDEAUX-MERIGNAC,20160830,-0.05,21.1125
243,BORDEAUX-MERIGNAC,20160831,0.0,22.55
244,BORDEAUX-MERIGNAC,20160901,0.0,22.9875
245,BORDEAUX-MERIGNAC,20160902,0.0,22.6875
246,BORDEAUX-MERIGNAC,20160903,0.0,22.55
247,BORDEAUX-MERIGNAC,20160904,0.0,21.575
248,BORDEAUX-MERIGNAC,20160905,0.0,21.25
249,BORDEAUX-MERIGNAC,20160906,0.15,24.2875
250,BORDEAUX-MERIGNAC,20160907,0.05,26.275
251,BORDEAUX-MERIGNAC,20160908,-0.0875,22.275
252,BORDEAUX-MERIGNAC,20160909,-0.0375,20.2375
253,BORDEAUX-MERIGNAC,20160910,0.0,21.2125
254,BORDEAUX-MERIGNAC,20160911,0.0,22.425
255,BORDEAUX-MERIGNAC,20160912,0.0,26.825
256,BORDEAUX-MERIGNAC,20160913,8.475,22.9
257,BORDEAUX-MERIGNAC,20160914,35.7,16.5875
258,BORDEAUX-MERIGNAC,20160915,6.15,16.7875
259,BORDEAUX-MERIGNAC,20160916,0.475,17.1125
260,BORDEAUX-MERIGNAC,20160917,0.6,16.3625
261,BORDEAUX-MERIGNAC,20160918,0.0875,16.8875
262,BORDEAUX-MERIGNAC,20160919,0.075,17.6
263,BORDEAUX-MERIGNAC,20160920,0.0,18.15
264,BORDEAUX-MERIGNAC,20160921,0.0,18.0
265,BORDEAUX-MERIGNAC,20160922,0.0,18.2625
266,BORDEAUX-MERIGNAC,20160923,0.0,19.1
267,BORDEAUX-MERIGNAC,20160924,0.0,20.175
268,BORDEAUX-MERIGNAC,20160925,0.125,18.5
269,BORDEAUX-MERIGNAC,20160926,0.05,17.3
270,BORDEAUX-MERIGNAC,20160927,0.0,17.075
271,BORDEAUX-MERIGNAC,20160928,0.0,20.175
272,BORDEAUX-MERIGNAC,20160929,0.0,19.825
273,BORDEAUX-MERIGNAC,20160930,0.425,19.275
274,BORDEAUX-MERIGNAC,20161001,11.725,17.05
275,BORDEAUX-MERIGNAC,20161002,0.925,16.0875
276,BORDEAUX-MERIGNAC,20161003,0.0,16.7125
277,BORDEAUX-MERIGNAC,20161004,0.0,18.0
278,BORDEAUX-MERIGNAC,20161005,0.0,18.4875
279,BORDEAUX-MERIGNAC,20161006,0.0,15.5857142857
280,BORDEAUX-MERIGNAC,20161007,0.0,10.775
281,BORDEAUX-MERIGNAC,20161008,0.0,11.5375
282,BORDEAUX-MERIGNAC,20161009,0.0,12.8875
283,BORDEAUX-MERIGNAC,20161010,0.0,11.3625
284,BORDEAUX-MERIGNAC,20161011,0.0,11.825
285,BORDEAUX-MERIGNAC,20161012,0.0,11.575
286,BORDEAUX-MERIGNAC,20161013,1.825,13.2625
287,BORDEAUX-MERIGNAC,20161014,0.55,13.6125
288,BORDEAUX-MERIGNAC,20161015,0.0,14.2
289,BORDEAUX-MERIGNAC,20161016,0.025,15.875
290,BORDEAUX-MERIGNAC,20161017,1.225,15.8875
291,BORDEAUX-MERIGNAC,20161018,0.525,13.975
292,BORDEAUX-MERIGNAC,20161019,-0.05,12.225
293,BORDEAUX-MERIGNAC,20161020,-0.0375,11.0625
294,BORDEAUX-MERIGNAC,20161021,0.0,9.35
295,BORDEAUX-MERIGNAC,20161022,0.0,11.425
296,BORDEAUX-MERIGNAC,20161023,0.125,15.45
297,BORDEAUX-MERIGNAC,20161024,3.275,14.8875
298,BORDEAUX-MERIGNAC,20161025,0.75,13.0625
299,BORDEAUX-MERIGNAC,20161026,-0.025,13.325
300,BORDEAUX-MERIGNAC,20161027,0.0875,11.35
301,BORDEAUX-MERIGNAC,20161028,0.075,9.4
302,BORDEAUX-MERIGNAC,20161029,0.0,10.1875
303,BORDEAUX-MERIGNAC,20161030,0.0,11.0875
304,BORDEAUX-MERIGNAC,20161031,0.0,12.1625
305,BORDEAUX-MERIGNAC,20161101,0.125,13.225
306,BORDEAUX-MERIGNAC,20161102,0.225,10.3125
307,BORDEAUX-MERIGNAC,20161103,0.05,9.625
308,BORDEAUX-MERIGNAC,20161104,0.0,9.4375
309,BORDEAUX-MERIGNAC,20161105,6.125,11.05
310,BORDEAUX-MERIGNAC,20161106,5.3125,6.75
311,BORDEAUX-MERIGNAC,20161107,3.0875,6.3125
312,BORDEAUX-MERIGNAC,20161108,0.15,6.625
313,BORDEAUX-MERIGNAC,20161109,13.65,11.4875
314,BORDEAUX-MERIGNAC,20161110,12.3875,11.575
315,BORDEAUX-MERIGNAC,20161111,5.1625,11.6
316,BORDEAUX-MERIGNAC,20161112,0.9125,9.5875
317,BORDEAUX-MERIGNAC,20161113,3.3,12.875
318,BORDEAUX-MERIGNAC,20161114,0.2625,7.9625
319,BORDEAUX-MERIGNAC,20161115,0.0,8.275
320,BORDEAUX-MERIGNAC,20161116,0.0,11.0625
321,BORDEAUX-MERIGNAC,20161117,0.0,11.475
322,BORDEAUX-MERIGNAC,20161118,2.85,12.35
323,BORDEAUX-MERIGNAC,20161119,6.975,9.575
324,BORDEAUX-MERIGNAC,20161120,0.725,13.05
325,BORDEAUX-MERIGNAC,20161121,1.3,13.125
326,BORDEAUX-MERIGNAC,20161122,0.675,9.775
327,BORDEAUX-MERIGNAC,20161123,8.575,9.6875
328,BORDEAUX-MERIGNAC,20161124,7.25,11.1375
329,BORDEAUX-MERIGNAC,20161125,2.625,9.975
330,BORDEAUX-MERIGNAC,20161126,0.9125,8.475
331,BORDEAUX-MERIGNAC,20161127,1.9125,10.5375
332,BORDEAUX-MERIGNAC,20161128,0.0,7.0
333,BORDEAUX-MERIGNAC,20161129,0.0,5.925
334,BORDEAUX-MERIGNAC,20161130,0.0,8.675
335,BORDEAUX-MERIGNAC,20161201,0.0,6.7
336,BORDEAUX-MERIGNAC,20161202,0.0,3.25
337,BORDEAUX-MERIGNAC,20161203,0.0,3.1875
338,BORDEAUX-MERIGNAC,20161204,0.0,8.5125
339,BORDEAUX-MERIGNAC,20161205,0.0,11.45
340,BORDEAUX-MERIGNAC,20161206,0.0,9.5125
341,BORDEAUX-MERIGNAC,20161207,0.0,7.4375
342,BORDEAUX-MERIGNAC,20161208,0.0,8.6625
343,BORDEAUX-MERIGNAC,20161209,-0.0625,7.825
344,BORDEAUX-MERIGNAC,20161210,-0.0625,6.025
345,BORDEAUX-MERIGNAC,20161211,-0.075,6.125
346,BORDEAUX-MERIGNAC,20161212,0.0,9.45
347,BORDEAUX-MERIGNAC,20161213,0.0,6.4375
348,BORDEAUX-MERIGNAC,20161214,0.0,8.675
349,BORDEAUX-MERIGNAC,20161215,-0.0375,7.075
350,BORDEAUX-MERIGNAC,20161216,-0.075,9.0
351,BORDEAUX-MERIGNAC,20161217,0.0,8.9625
352,BORDEAUX-MERIGNAC,20161218,0.0,5.3125
353,BORDEAUX-MERIGNAC,20161219,0.0,3.9625
354,BORDEAUX-MERIGNAC,20161220,0.0,3.925
355,BORDEAUX-MERIGNAC,20161221,-0.0125,4.5
356,BORDEAUX-MERIGNAC,20161222,5.175,9.2125
357,BORDEAUX-MERIGNAC,20161223,3.525,10.625
358,BORDEAUX-MERIGNAC,20161224,1.3,12.725
359,BORDEAUX-MERIGNAC,20161225,1.7,12.8
360,BORDEAUX-MERIGNAC,20161226,0.6375,11.9125
361,BORDEAUX-MERIGNAC,20161227,0.8125,8.7875
362,BORDEAUX-MERIGNAC,20161228,0.0,5.5375
363,BORDEAUX-MERIGNAC,20161229,0.0,3.475
364,BORDEAUX-MERIGNAC,20161230,0.0,7.1875
365,BORDEAUX-MERIGNAC,20161231,0.0,3.6875
366,BORDEAUX-MERIGNAC,20170101,0.0,3.9875
367,BORDEAUX-MERIGNAC,20170102,0.0,3.3375
368,BORDEAUX-MERIGNAC,20170103,0.0,2.9125
369,BORDEAUX-MERIGNAC,20170104,0.0,-1.3625
370,BORDEAUX-MERIGNAC,20170105,0.0,2.6375
371,BORDEAUX-MERIGNAC,20170106,0.0,1.225
372,BORDEAUX-MERIGNAC,20170107,0.0,-0.6375
373,BORDEAUX-MERIGNAC,20170108,-0.0625,3.1875
374,BORDEAUX-MERIGNAC,20170109,0.0,6.075
375,BORDEAUX-MERIGNAC,20170110,4.225,8.65
376,BORDEAUX-MERIGNAC,20170111,1.6,9.6
377,BORDEAUX-MERIGNAC,20170112,2.9625,10.4375
378,BORDEAUX-MERIGNAC,20170113,9.8875,5.5625
379,BORDEAUX-MERIGNAC,20170114,0.725,4.15
380,BORDEAUX-MERIGNAC,20170115,0.4125,5.6
381,BORDEAUX-MERIGNAC,20170116,3.7,8.225
382,BORDEAUX-MERIGNAC,20170117,0.225,1.175
383,BORDEAUX-MERIGNAC,20170118,0.0,-1.9375
384,BORDEAUX-MERIGNAC,20170119,0.0,-2.9875
385,BORDEAUX-MERIGNAC,20170120,0.0,1.0625
386,BORDEAUX-MERIGNAC,20170121,0.0,3.9625
387,BORDEAUX-MERIGNAC,20170122,0.0,0.9375
388,BORDEAUX-MERIGNAC,20170123,0.0,2.3625
389,BORDEAUX-MERIGNAC,20170124,0.0,2.275
390,BORDEAUX-MERIGNAC,20170125,0.0,-1.0625
391,BORDEAUX-MERIGNAC,20170126,0.0,1.2375
392,BORDEAUX-MERIGNAC,20170127,0.0,7.275
393,BORDEAUX-MERIGNAC,20170128,0.75,7.5375
394,BORDEAUX-MERIGNAC,20170129,1.25,8.775
395,BORDEAUX-MERIGNAC,20170130,0.4125,12.0625
396,BORDEAUX-MERIGNAC,20170131,1.175,11.4125
397,BORDEAUX-MERIGNAC,20170201,0.1875,10.75
398,BORDEAUX-MERIGNAC,20170202,3.025,10.475
399,BORDEAUX-MERIGNAC,20170203,11.675,8.675
400,BORDEAUX-MERIGNAC,20170204,19.6875,10.2875
401,BORDEAUX-MERIGNAC,20170205,6.8375,9.8875
402,BORDEAUX-MERIGNAC,20170206,2.8,7.95
403,BORDEAUX-MERIGNAC,20170207,6.05,10.85
404,BORDEAUX-MERIGNAC,20170208,3.975,6.8
405,BORDEAUX-MERIGNAC,20170209,0.05,3.4875
406,BORDEAUX-MERIGNAC,20170210,0.0,5.9875
407,BORDEAUX-MERIGNAC,20170211,0.0,3.1625
408,BORDEAUX-MERIGNAC,20170212,-0.0875,9.1125
409,BORDEAUX-MERIGNAC,20170213,0.0625,14.2
410,BORDEAUX-MERIGNAC,20170214,0.4875,12.5125
411,BORDEAUX-MERIGNAC,20170215,0.0,12.75
412,BORDEAUX-MERIGNAC,20170216,0.0,10.5
413,BORDEAUX-MERIGNAC,20170217,0.0,8.8625
414,BORDEAUX-MERIGNAC,20170218,0.0,9.0375
415,BORDEAUX-MERIGNAC,20170219,0.0,8.2125
416,BORDEAUX-MERIGNAC,20170220,0.0,9.6875
417,BORDEAUX-MERIGNAC,20170221,-0.0125,10.275
418,BORDEAUX-MERIGNAC,20170222,-0.1,10.0
419,BORDEAUX-MERIGNAC,20170223,0.0375,7.4
420,BORDEAUX-MERIGNAC,20170224,0.75,8.375
421,BORDEAUX-MERIGNAC,20170225,0.0,6.725
422,BORDEAUX-MERIGNAC,20170226,0.15,8.875
423,BORDEAUX-MERIGNAC,20170227,0.7125,11.6625
424,BORDEAUX-MERIGNAC,20170228,12.5875,8.95
425,BORDEAUX-MERIGNAC,20170301,6.7875,10.2375
426,BORDEAUX-MERIGNAC,20170302,2.225,10.9125
427,BORDEAUX-MERIGNAC,20170303,1.2125,11.975
428,BORDEAUX-MERIGNAC,20170304,15.2875,8.2125
429,BORDEAUX-MERIGNAC,20170305,4.875,9.7625
430,BORDEAUX-MERIGNAC,20170306,5.4375,11.6125
431,BORDEAUX-MERIGNAC,20170307,5.2,10.6875
432,BORDEAUX-MERIGNAC,20170308,6.8125,12.7125
433,BORDEAUX-MERIGNAC,20170309,0.025,13.0
434,BORDEAUX-MERIGNAC,20170310,0.0,12.3875
435,BORDEAUX-MERIGNAC,20170311,0.0,13.1875
436,BORDEAUX-MERIGNAC,20170312,4.3625,11.1875
437,BORDEAUX-MERIGNAC,20170313,8.575,11.1
438,BORDEAUX-MERIGNAC,20170314,0.2375,11.7375
439,BORDEAUX-MERIGNAC,20170315,0.0,12.025
440,BORDEAUX-MERIGNAC,20170316,0.0,13.7625
441,BORDEAUX-MERIGNAC,20170317,0.0,10.5125
442,BORDEAUX-MERIGNAC,20170318,0.0,11.0875
443,BORDEAUX-MERIGNAC,20170319,0.0,10.575
444,BORDEAUX-MERIGNAC,20170320,0.3125,10.6125
445,BORDEAUX-MERIGNAC,20170321,2.125,8.8
446,BORDEAUX-MERIGNAC,20170322,2.35,6.95
447,BORDEAUX-MERIGNAC,20170323,3.2,7.2625
448,BORDEAUX-MERIGNAC,20170324,0.15,8.4625
449,BORDEAUX-MERIGNAC,20170325,-0.1,11.675
450,BORDEAUX-MERIGNAC,20170326,-0.05,12.575
451,BORDEAUX-MERIGNAC,20170327,0.0,14.1875
452,BORDEAUX-MERIGNAC,20170328,0.0,14.6625
