	pente	expo
10057869	3.7372742891311646	-570.3469455860279
10058234	4.076505254230228	210.42837352248338
10059872	7.1082450892161395	140.95973749160765
10059873	5.61926188962213	112.33048178932883
10060617	9.767743428548178	306.65037536621094
10060634	12.740906119346619	335.96482543945314
10060635	6.004244290865385	195.01658477783204
10060636	7.880698874672467	200.95328100234116
10060671	7.602133525742425	71.51242394447327
10060672	3.643661379814148	144.04473622639975
10060673	5.768805182425775	116.37007426767842
10060688	5.148733075459798	48.42680730317768
10060689	6.471395953226898	39.14172054827213
10060712	5.090940982687707	194.47033960679
10061352	9.480454608798027	-2660.3020085228814
10061607	10.70383850733439	117.34755666632401
10062109	6.453345803891198	206.84356733228338
10062129	5.980111408941816	140.4852004367185
10062162	7.296985886313698	157.82562446594238
10062592	6.841435406889234	-467.4467642813018
10062596	6.940109025029575	-1724.9302479908383
10062779	8.515803875067295	201.13655520708133
10062782	11.293700428570018	174.15012073516846
10062811	13.3987697660923	244.82573413848877
10062812	10.487426993093992	221.8048914467416
10062844	3.6712636152903237	-3144.144978841146
10063010	10.45397252503496	-987.5275438185091
10063011	12.28008109814412	-1301.991798214796
10063012	9.828702053747886	-851.1091804504395
10063368	3.4194297075271605	160.2558420390299
10063518	2.7054596841335297	-1120.0706305503845
10063529	9.635739257867387	-104.28351015622924
10063578	2.0305488109588623	289.30925903320315
10063688	11.019016877464626	198.52124694824218
10063689	12.355644134183725	-217.45660264151437
10063690	10.89525271975805	197.27140853518532
10063936	13.133365726470947	81.12277030944824
10063937	9.364571948261823	249.30879885919632
10064833	1.748854929750616	229.8913070133754
10064836	3.539966344833374	0.0
10064845	6.741528039712172	-1079.5860215590405
10064846	3.5238327298845564	245.50317164829798
10064887	9.754705262840341	224.6602369117737
10064908	3.5474326372146607	182.0464131037394
10064909	4.924339358011881	168.74902608659534
10064910	3.7783480167388914	18.9527286529541
10064912	3.476239298596794	72.37244258156743
10064913	9.205756052928184	-572.4976295070535
10065239	4.381819707676045	-20.072347677031228
10065274	9.106750957081827	156.5315817218696
10065363	4.3298899332682295	166.77037005954318
10065367	5.858972400426865	117.65875964694553
10065369	9.565468342215926	-49.09898608426253
10065371	6.225378348277165	-66.79489708287376
10065462	5.5117013177791225	236.49114612947432
10065640	6.034736888749259	27.494086265563965
10065642	13.600107192993164	119.05460357666016
10065643	8.271200294847842	51.955387655893965
10065922	3.11482030048705	181.9640002415098
10065923	2.6507006993419244	159.17880804642388
10066023	2.959984872399307	82.598425691778
10066024	4.406828358769417	77.3686990737915
10066037	3.556327637873198	90.78000685747932
10066675	5.586743192923697	-2824.2681041250426
10067626	3.08143441591944	-863.5571252146075
10067645	3.5947915142860967	-270.2023693675726
10067893	2.805076460043589	211.17658362850065
10067910	1.9723239006667301	196.07487839460373
10068146	4.06172769000897	207.56641730202568
10068681	3.7577158220402604	-68.78581451569627
10068705	4.221298645524418	-397.2424615903334
10068721	3.187678196600505	60.40749097692555
10069337	13.68322859207789	90.40674718221028
10069370	8.681756589900363	257.4335271517436
10069463	4.871029409868964	166.4674090632686
10069464	4.128274917602539	157.52056884765625
10069791	1.748327345683657	156.43519789172757
10069792	1.6859584439034556	162.70886538578912
10069793	2.393775543781242	47.231115793444445
10069796	3.0523121692764925	201.60972868429647
10069797	2.3795976147932163	228.7316671022227
10069848	3.408341478175066	45.13183149202602
10069852	4.1937681039174395	118.86243209018502
10070499	4.194906683711262	234.84377597173054
10070681	5.597635121572585	188.47783102095127
10070682	4.5738135227996315	0.8015300703572703
10070683	6.110055050542278	223.55353342597164
10070684	3.0415555263052183	128.27623323492102
10070686	4.308887484596997	188.09798715379503
10070687	1.6497906843821208	243.36368306477866
10070944	7.39068603515625	66.1449826558431
10070967	7.416695471965905	-945.6621448391087
10071088	2.9389141066032543	144.35845718383788
10071609	1.719035029411316	125.0472542444865
10071997	6.134026050567627	19.675876259803772
10071999	3.619597539305687	21.693139428184146
10072001	3.6476362546284995	28.547378540039062
10072961	6.492777782517511	251.7364959716797
10073082	2.508717347835672	134.52113812310355
10073086	3.5844006967544555	123.66678771972656
10073115	12.627489582697551	80.57012419267134
10073123	7.69182935215178	99.29713384116569
10073242	3.978866831286923	260.9092064523078
10074167	12.974483562754346	239.4167133161
10074206	4.4789240083029105	88.91656638480522
10074212	7.072091214997428	-900.0388139724731
10074537	4.576884534623888	111.46501704624721
10075504	6.703096463130071	152.90925974085712
10075576	6.2325959131121635	60.396033769304104
10075819	8.603440393101085	209.2001667022705
10076175	7.54454090418639	-544.8595019925025
10076440	6.775702171209382	-9.9566263187151
10076805	8.548924922943115	195.9387559890747
10076816	12.084221425947252	256.73170861965275
10076817	11.035929462681079	-46.98637653390566
10076843	8.01863760948181	234.18599354137075
10076844	7.469510794832156	164.91545413789294
10076890	3.402320255251492	252.12747859954834
10076891	3.6754305816832042	-313.1568225891359
10077040	5.709993386268616	-239.51169534251093
10078180	5.544734231450341	113.60660544463566
10078341	4.596784498691559	198.88314107524025
10078342	1.788682860987527	213.14001560211182
10078446	5.175386919694788	258.1823476155599
10078456	10.136263327598572	207.6988957974969
10078807	4.4190344115098315	165.54937778578864
10078808	6.449942544102669	76.4839972919888
10078809	8.327941711132343	44.507346001538366
10079943	15.760867754618326	98.26398479938507
10079944	17.237017873045687	249.69653800817636
10079945	6.224847674369812	204.87735493977866
10079946	10.786926031112671	210.7558242134426
10079947	12.03588581085205	237.09475708007812
10079948	8.614014488679391	214.21920437282986
10079949	6.692576766014099	237.9900592622303
10080261	7.082021134570964	-404.66062225485746
10080434	3.1745853424072266	192.37157821655273
10080435	3.893499592517285	-227.94319666756525
10080436	3.8838808611035347	200.79901482077207
10080438	4.052161738520763	-213.76195318222045
10080472	2.3713938665390013	-228.20849129005714
10080480	3.293120705164396	194.7800423117245
10080481	4.004201164952031	-565.7445703915188
10080752	2.952441783926704	-108.14070918333476
10081856	17.869048416614532	25.75990104675293
10081859	9.227719141089398	72.55540268676086
10081938	2.91913104057312	113.19859313964844
10081994	4.226221860908881	179.81967812997323
10082020	2.831973075866699	
10082159	10.385549423157	149.03097072182868
10082673	8.669953208574107	259.6331086688572
10082674	9.577159484227499	233.34341430664062
10082678	6.20700877904892	241.6036580403646
10082679	7.216274795708833	233.18917254245642
10083039	14.963596249039554	159.45507483420965
10083382	4.189619376659393	207.98282621457025
10083383	5.112583637237549	9.907670280207759
10083385	4.262686097994447	96.31357313156128
10083387	3.211680380197672	32.17010728223824
10083389	4.594506949186325	206.24380635363715
10083390	7.693147591182163	127.81403958797455
10083391	4.113918195168178	240.7704713977113
10083392	7.402093480615055	226.57703264136063
10083422	7.717930445799956	149.33684972814612
10083423	6.637189467748006	109.3507797241211
10083424	5.823315433093479	151.27686734571523
10083425	6.981781310505337	-21.672536489125843
10084527	4.918705107587757	108.37582825169419
10084894	3.217190713238862	208.87004246745076
10084895	2.521793980347483	183.540978596324
10086491	4.716915527744406	163.78082669151496
10086493	4.662461869260098	222.35546008023348
10086983	5.18519114592429	162.07521578262413
10087042	6.288723503328432	1.7096509772782043
10087083	6.621899037017036	196.28829021453856
10087084	8.308604028489855	236.10292731391058
10087194	4.323669615179994	70.6653340956744
10089064	14.415576308638185	91.6914255397836
10089065	19.6353813012441	122.84965402108652
10089814	4.1956050474514335	210.015163113994
10089982	2.493987182776133	84.95223039569277
10089983	4.128274917602539	116.56504821777344
10090292	5.372557678766418	201.97310016155242
10090293	2.2388713359832764	64.25846290588379
10090325	4.8926511236599515	103.41867922313178
10090425	7.447630806245666	147.29792119586278
10090426	7.349000453948975	339.0610656738281
10090433	4.339042782783508	204.80436849594116
10090458	6.923154919755225	244.00521454987702
10090476	4.219149714479079	214.32064923700295
10090628	3.8614681363105774	-295.44165019989015
10090756	4.803837107677086	238.45284442243906
10090834	6.888459203606945	201.09290279354062
10090835	4.552074830811303	174.7734331310305
10090838	7.4002227783203125	147.1579751407399
10090839	5.0617314842012195	267.4454532199436
10090852	0.9224304755528768	250.8179138183594
10090921	4.007130858989862	163.81431274414064
10091167	4.88837206363678	285.5331628972834
10091183	2.2078898191452025	-869.2781135559082
10091503	1.6897599952561515	-423.38801193237305
10091504	6.708412532453184	-127.27272427082062
10091573	2.9366343346509067	281.5057601928711
10092348	2.9814715733775845	-173.75130103326612
10092349	1.6317798793315887	-988.8399971856011
10092704	1.3944027928205638	228.6453409830729
10092706	1.1632166779559592	-580.8446881081607
10093512	1.6984991940268634	-101.69698579849735
10262767	1.3366782496161496	-1182.07006576168
10262768	1.1584018477719955	-453.8780700456901
10262779	1.4180030715239198	-537.3561435893885
10262787	1.2035641570219258	-186.23549755800119
10267093	1.6432703587603061	-24.319602879144814
10268081	1.4734323024749756	-9999.0
10268082	1.3469375337379565	-47.820134683088824
10268218	1.575601981610668	-203.90257154726515
10268225	0.8541360286565928	-314.02255826118665
10268252	1.4916357707302526	-328.42254707461495
10268254	1.1637403540415308	161.4271190804495
10268982	1.69238760815331	-274.77543950762066
10268983	1.7207571783891091	-1381.419953500657
10269483	2.509677767753601	194.5622068001674
10269712	1.4529016848424035	-1908.8689716005106
10270078	1.9520310556074703	61.08027379409127
10271662	1.2453510396620806	-1050.137022459588
10272498	1.6871222772905903	-571.5966948851561
10272503	1.2207890172409857	-422.05806290157255
10272692	1.2864053382825003	-1226.125610973524
10273468	1.150891452286374	-1866.058356404956
10273469	1.4425448575704136	-1061.8658336157937
10273518	0.8023174197777457	-211.59552022244068
10275450	1.3299455357413006	-697.5057139697376
10275511	1.0574661776234833	-327.1374449073721
10276544	1.1642673887775443	-894.2221931486639
10276545	2.4130215921263765	14.275474389394125
10276925	2.528147877466799	-215.61340938228193
10277307	2.5324295691081455	167.70012617111206
10277308	2.663434547047282	193.3596881964268
10277752	3.098221445083618	131.82453689575195
10278484	1.3360189017127542	90.80835763743666
1032646	2.0555498749017715	211.7094007219587
10434870	1.2991029551481226	-654.3814224860322
10435792	3.316564476025569	61.95860858782228
10435793	2.827566413025358	196.2046512188567
10435794	2.327774796420581	226.22199210950308
10435795	2.5320408739694735	181.96970375921669
10911877	2.6427832777435714	-691.8948046540561
10923665	2.6493531222696656	153.88550410951888
10923755	1.9623518906141582	195.45773944854736
10923887	2.4896021005583973	218.5385465534455
10923942	1.7111149787902833	312.53405422634546
10923960	6.349130829175313	316.5274719238281
10924035	2.1136096810216958	197.49195477837011
10924059	0.9768887288642653	114.59731815883092
10924330	2.2361297176239336	137.73107591566148
10924351	1.6894688976222072	211.5774041925158
10924358	1.9025083780288696	190.12146663665771
10924359	1.2843917608261108	192.30175971984863
10924485	3.123280919116476	-205.1228491741678
10924559	2.5838507215181985	88.39663365681966
10924560	1.7250120774986817	137.61687852159332
10924599	2.161787212535899	250.12722706150365
10924713	7.8862769365310665	175.2938715616862
10924768	1.9939228667841329	119.05883840775826
10924809	2.6125854615923725	159.58825856377098
10924922	1.0756885766983033	57.31343765258789
10924957	2.151941401177439	179.55760441937494
10925027	11.213085323572159	220.93362979499662
10925055	4.690788005734538	166.84662483478414
10925114	2.1173609139457827	180.42081978847816
10925128	1.1789555007761174	306.5426001915565
10925136	2.667752392590046	154.46843486362033
10925182	2.9890387145911945	163.7391420133652
10926258	3.0037611722946167	266.54437255859375
10926570	2.4005913393838063	143.9820034720681
10926839	2.07279160729161	275.15058333785447
10926874	2.1985813558101652	118.83456524252304
10926887	1.7314760444700257	184.15236711502075
10926894	1.3791926032618473	157.84648074274477
10927640	2.644148063659668	173.1433908674452
10927784	3.4705590094838823	250.4184718767802
10928018	1.899083482913482	140.60651916059953
10928090	2.4117420487933687	119.30437938983624
10928170	3.4616065544959826	126.72309741973876
10928489	2.2911144495010376	184.34833145141602
10928537	2.210031554518468	67.37752852478181
10928538	3.1400901079177856	122.65255770475969
10928602	1.8227688979498948	-460.97195427327216
10928717	2.8849604028336544	213.1372622856727
10928929	3.4637808799743652	264.3538292778863
10929118	2.1642265466126527	172.96472342117974
10929162	0.9458285838365554	-1966.2960691906158
10929187	2.6545305140316486	190.5719893137614
10929733	2.5458601117134094	139.0163714090983
10930280	1.8453812149141295	123.34053952203078
10930788	1.271967920564836	74.00384522998144
10930978	2.490264183596561	218.5529638598947
10931238	1.9218662977218628	224.37789408365884
10931241	2.0233335683220313	161.57291653281763
10931242	1.633422315120697	111.25212721391158
10931243	2.64565600667681	213.46269035339355
10931244	1.6020360655254788	262.32625470842635
10931354	3.661922261118889	209.35665675571985
10931514	2.7943126601832255	189.41935468489123
10931926	1.2454915236343036	150.05611989269516
10931945	1.8403575391445346	110.86719769153869
10931970	2.596250136693319	118.25024539026721
10932051	2.8850117214655473	-127.91328148312039
10932158	2.647022890008014	153.40903341359106
10932160	3.8482312758763633	275.4385817845662
10932163	2.5260145037861195	168.3777466062772
10932179	4.504528853201097	112.54222280328923
10932183	2.7011779975891113	-286.89462031488836
10932207	1.4990597345210888	157.05931145211926
10932343	2.2317091883445275	226.42113411426544
10932393	0.0	86.49093818664551
10932462	1.3402331308885054	203.38946151733398
10932640	2.309016779065132	138.3302764892578
10932780	2.2582588829892747	68.47292584531448
10932784	3.615149566105434	108.26735809871128
10933282	4.273933053016663	228.43042500813803
10933312	2.835997407252972	39.792130538395476
10933460	2.3599743366241457	97.45311012268067
10933461	1.921276786110618	182.40108637015024
10933510	2.1977106728161364	137.2535787972998
10933517	3.202768592273488	-1106.4375
10933521	2.6502752701441445	329.020283092152
10933638	2.126768659372799	199.20743221706815
10933769	2.4779936858585905	85.83000755310059
10933783	2.396315760361521	-214.3972941807338
10933841	0.9943843219015334	228.51096263684724
10933844	1.9842918838773456	143.8208929379781
10933846	2.855698049068451	310.24542236328125
10933847	2.065661833399818	291.6304880777995
11189297	5.334552409602146	185.2526943295501
11189316	2.227421760559082	231.1417479742141
11189369	9.503783702850342	-1650.7707259995598
11189739	1.3317179397532815	265.23879166723975
11190069	4.533822612629996	128.7683708667755
11190304	1.0597976699019924	-1052.1435824802943
11190349	6.131038359233311	125.965749613444
11190365	1.920112655276344	-508.2695680194431
11190549	9.300436680133526	97.50476241111755
11190930	7.719757506480584	-68.398549860174
11190986	8.542064001685695	-273.0789253234863
11191190	3.2604179840821486	81.8455059344952
11191226	2.319537434313032	102.2111432677821
11191950	3.706863824526469	62.31320804502906
11192251	1.1902249129313343	78.51473891944217
11192253	0.9913588474536764	57.64138889312744
11192543	4.09581889889457	-49.383770951273696
11192544	5.540062995578932	122.46812313892802
11194200	2.385122430475452	65.30983619820582
11194434	5.471780072929513	240.13639140332867
11194997	6.100053176879883	-1223.3428001403809
11195241	3.5196805795033774	272.5347480773926
11195412	2.3919145297259092	93.93068488699491
11195450	4.805706150829792	192.27642168317522
11196239	8.249959090581306	-886.0153330588828
11196739	3.6569847693182016	147.34022160371146
11198036	6.6317185972943715	116.16116978905417
11199786	6.341586351394653	189.76553916931152
11199794	10.034851037538969	305.1439637880068
11199936	3.575515714975504	183.5624555860247
11200511	1.4250731985179745	-148.60614225026723
11200532	3.596573811485654	69.00549166543144
11201310	2.190127512613932	-1874.2382029985126
11201418	1.7576024579623388	121.33624889284877
11201504	5.422265291213989	141.80486679077148
11201629	2.872962325483888	-856.919913077841
11201632	3.373515698042783	7.593788653338721
11202118	5.112937354272412	105.01835586085464
11202119	6.5273756980896	52.12501525878906
11202473	1.7711792544082359	122.04423268636067
11203151	7.047783915201823	303.269862874349
11203688	1.0296987594702305	58.98655727505684
11203726	1.0481706132840871	111.21686543226242
11203760	0.9983283865208529	89.52319427158521
11203761	0.7360216658166114	85.11707829320153
11203766	1.6562264244835656	109.39092086329319
11203772	1.6019845690046037	69.98755314039147
11203830	6.835104974177287	-1084.6999878754486
11205069	5.842224784768545	-486.5505713689895
11205262	1.0967403469663677	140.713217791389
11205406	3.1513006661249245	229.36114550138774
11205429	1.9060034036636353	38.025681495666504
11205980	3.1532566944758096	242.39894485473633
11205987	5.658810968522902	22.2133926153183
11206503	8.29875989521251	100.24799982706706
11206917	3.830007832171181	-23.34966818285195
11208113	6.715170062581698	-448.9601533011635
11208359	1.6179922663647195	108.76363953300144
11208408	0.7456167584115808	139.25240148499955
11208797	1.0675870353735766	70.13644111019441
11210096	1.369227449099223	171.14149475097656
11210119	0.8554100516167554	129.4265146415327
11211254	1.4139178017134308	259.89880667194245
11211318	4.010686919689179	261.6342171889085
11212958	4.252516508102417	302.58678181966144
11212959	2.0853454849936743	257.6329345703125
11213038	1.3060061899098483	-246.2380093061007
11213255	4.309622743898187	-159.31307271674828
11213258	4.731483359336853	66.59194465325429
11214633	1.3617963552474976	121.2581392923991
11215226	1.6516069333220638	142.66945641500908
11215822	1.6219795511828528	237.82626814000747
11215824	3.1563109650331387	244.38231767926897
11217944	1.435541775563489	-390.96576068856126
11218129	0.6230266118049621	6.868207247752063
11218808	4.247959613800049	
11219262	3.180665446179254	290.4896111121544
11219320	4.194064254492101	-169.55018144665343
11219367	5.173610411785744	-438.251211704352
11219373	1.465212917327881	-1031.5903342352974
11219813	2.132020280046283	140.37491043408713
11220301	5.2154114908642235	156.70387919356185
11220441	4.298975944519043	199.52783584594727
11220453	3.033845176299413	176.95773668986996
11220801	2.4065144658088684	158.78528442382813
11220860	2.1736984019426955	245.5670500410364
11221106	1.4716980854670207	212.71003214518228
11221279	5.684644037730073	256.49905130460667
11231949	1.0974318605202895	57.02153825573623
11232363	1.3922337240642972	195.82499495796534
11232392	1.8864866951915706	194.30338982741037
11232544	1.5662350426328944	-382.14953877244676
11232563	1.6385389197956433	262.16354290944224
11232567	1.8572625925666408	154.75264612833658
11235046	0.5245556235313416	-78.90218590401314
11235092	0.8444419158132452	145.83623009461624
11235760	1.4232816438417177	-145.76146928800478
11235832	2.145784197251002	251.81404470963912
11236881	1.0099045396820316	204.95495966861122
11237386	1.4167064693795532	80.53600384507861
11237735	1.5499830445887879	119.41704241913486
11237950	3.0257500963551656	257.63304728846396
11237954	4.1915060502511485	278.47431396484376
11237955	4.019602054641361	-345.0655942644392
11237956	5.218347143270298	194.61915043600246
11237957	4.140957832336426	59.43940734863281
11237958	5.258762979507447	133.0694671760906
11242591	0.6225694849377587	-411.0127063967147
3072536	6.788088634498138	122.30228309048951
3072551	6.547961678033993	-2626.669766413701
3073213	7.841252432929145	93.49703944356818
3073431	1.3352281122372067	-679.9272803698267
3073510	1.089590320893384	-543.9232972343013
3073594	1.1765676167634156	-2369.539887591106
3073981	1.670819640159607	-1158.197792746804
3074542	2.7055241870880127	91.2759831237793
3074547	2.7384022576244256	156.94559303119027
3074788	5.576408224105835	211.39703985278527
3076161	1.5488397104795588	-5965.400000169542
3077316	1.3134662220554967	-1765.5849552578397
3078120	8.969441653466692	120.77903886941763
3079885	2.2685012079420543	103.83352210304953
3079951	2.1168020225706554	219.28413792660362
3083315	0.33346921386140765	157.62730514301973
3083321	1.1109154292515346	-509.2782924016317
3083397	1.6356736842323751	30.333844910968434
3083407	1.0235977292060852	176.1335703531901
3088322	1.280268455705335	-2043.323611801249
3090615	1.126208576344952	-1281.268691177368
3092078	1.6042554449467432	27.177226045301982
3092079	1.6115531921386719	25.524652940173482
3092085	4.145420116644639	132.10939563688686
3092866	0.8714683845445708	121.39658159679837
3093303	1.4133283953581537	155.87437235184436
3093383	7.955791458170465	170.62249587039756
3093749	0.8626315410320575	-2503.4760509837756
3095600	1.0996922278820083	-1285.8113286797004
3097043	2.9916350390730786	225.13557385896382
3097338	1.8459896592918885	71.52822153464608
3097420	1.932222583910802	-191.71126464317584
3098979	1.1125531403914741	-976.7240486257217
3099705	5.396578920421316	0.6372191728051029
3102579	1.4010567381268455	-1073.3895989089715
3102581	1.2032595419250758	-5736.767590193315
3112273	1.4907329343704587	-1461.2425553514602
3112742	0.884065899848938	-1807.2476767812457
3112834	1.4101016958554586	-1194.4994338353474
3112842	0.7756103169533515	-1661.364793360628
3112934	1.2677338898181916	-392.5384629902087
3112935	1.1568190341300153	-1304.3454845348995
3113414	7.633538378609551	141.3132819414139
3113582	5.559579443123381	92.52318528782237
3114133	2.2130540295651087	-1331.5716360092163
3114137	3.934570343406112	-1840.662601928711
3114141	2.5704700881784612	-3375.000000267698
3114142	2.048574411869049	-3519.039539683949
3115835	1.7165734893907376	180.73723320457023
3115838	5.557182298256801	155.79652031648507
3116683	1.785654644880976	122.39063328710095
3116750	1.5877699247304944	-397.38313766493314
3116831	1.931982542120892	137.272705871447
3116875	1.5660924670062488	97.93337463276296
3117782	4.308528323327342	184.8413800206154
3118638	1.2285290850351935	170.9740526737311
3122340	2.934771816222676	178.87008293325252
3123637	1.219179990556505	192.7435848324798
3123742	7.651068830490113	-719.7699247399966
3123753	4.40283281227638	236.83242326495292
3125049	5.239906988762043	219.33189204701205
3125055	4.041525065429568	-613.2035963282441
3125187	1.9803784748898494	174.80619799025516
3125199	5.144981311213586	142.01175346927366
3125289	3.8031260115759715	125.79722552829318
3125766	1.2690764744326752	-3022.7360595163673
3125767	1.689211666584015	-2822.2360605512345
3125768	1.4598013571170574	-1869.87118533822
3126195	0.6995998533333049	191.8012011148096
3126202	1.6313166958945138	204.14628261990018
3126296	1.5810189247131348	205.9605197906494
3127079	8.022196815951204	-1378.1633229188892
3127162	6.675465421397475	-404.18931768680443
3129564	1.8695337897123292	-2106.0586948959917
3130714	1.799716680349704	-224.18051215390253
3130925	1.1558025020608156	-2055.547167296637
3133929	5.260436818219613	229.3714158565967
3136012	1.5414867762031905	-165.17902921426176
3136126	1.9670738315582275	-1804.8009684636042
3137110	2.0276770280166105	265.8921432495117
3137193	1.9522021412849426	23.985997517903645
3137276	5.795843274593353	167.70032369714033
3139936	1.8954643998827254	-275.17998723285956
3144475	1.4494898935844158	-4959.294842243195
3145156	8.306920612444642	40.86874210569594
3145239	1.9783503234386444	-1412.6654968261719
3145420	1.0087314208348592	-3683.4131066799164
3145539	1.3788639868006987	104.42804919348822
3145738	1.4433552911204677	-6503.245865525871
3146415	1.3940518124733565	247.55315076934625
3146427	1.4384570300579071	-85.36016703625114
3146751	4.256614690396323	266.138358931108
3147893	2.0119843814108105	-173.5839123254294
3148051	4.106483946828281	-347.6526087804134
3148487	2.2111275133333708	193.7753272283645
