,Nom,JJ,rr24
2065,GOURDON,20180828,0.0
2066,GOURDON,20180829,5.1
2067,GOURDON,20180830,-1249.775
2068,GOURDON,20180831,0.0
2069,GOURDON,20180901,0.0
2070,GOURDON,20180902,0.0
2071,GOURDON,20180903,0.0
2072,GOURDON,20180904,0.0
2073,GOURDON,20180905,-0.05
2074,GOURDON,20180906,11.4375
2075,GOURDON,20180907,6.05
2076,GOURDON,20180908,0.0
2077,GOURDON,20180909,-0.025
2078,GOURDON,20180910,0.125
2079,GOURDON,20180911,0.05
2080,GOURDON,20180912,0.0
2081,GOURDON,20180913,0.0
2082,GOURDON,20180914,0.0
2083,GOURDON,20180915,0.0
2084,GOURDON,20180916,0.0
2085,GOURDON,20180917,0.0
2086,GOURDON,20180918,0.3875
2087,GOURDON,20180919,2.7875
2088,GOURDON,20180920,0.15
2089,GOURDON,20180921,0.975
2090,GOURDON,20180922,2.275
2091,GOURDON,20180923,0.025
2092,GOURDON,20180924,2.575
2093,GOURDON,20180925,-0.0125
2094,GOURDON,20180926,0.0
2095,GOURDON,20180927,0.0
2096,GOURDON,20180928,0.0
2097,GOURDON,20180929,0.0
2098,GOURDON,20180930,0.0
2099,GOURDON,20181001,0.0
2100,GOURDON,20181002,0.0
2101,GOURDON,20181003,0.0
2102,GOURDON,20181004,-4999.5
2103,GOURDON,20181005,-4999.5
2104,GOURDON,20181006,0.4125
2105,GOURDON,20181007,11.725
2106,GOURDON,20181008,8.2
2107,GOURDON,20181009,0.3375
2108,GOURDON,20181010,2.875
2109,GOURDON,20181011,1.6875
2110,GOURDON,20181012,-0.1
2111,GOURDON,20181013,-0.0125
2112,GOURDON,20181014,2.475
2113,GOURDON,20181015,30.025
2114,GOURDON,20181016,4.85
2115,GOURDON,20181017,0.15
2116,GOURDON,20181018,0.4
2117,GOURDON,20181019,0.2
2118,GOURDON,20181020,0.0
2119,GOURDON,20181021,0.0
2120,GOURDON,20181022,0.0
2121,GOURDON,20181023,0.0
2122,GOURDON,20181024,0.0
2123,GOURDON,20181025,0.0
2124,GOURDON,20181026,0.15
2125,GOURDON,20181027,-6249.3375
2126,GOURDON,20181028,-4999.05
2127,GOURDON,20181029,2.175
2128,GOURDON,20181030,4.275
2129,GOURDON,20181031,0.45
2130,GOURDON,20181101,0.3875
2131,GOURDON,20181102,2.825
2132,GOURDON,20181103,1.075
2133,GOURDON,20181104,0.0
2134,GOURDON,20181105,0.0
2135,GOURDON,20181106,15.5375
2136,GOURDON,20181107,2.9375
2137,GOURDON,20181108,0.425
2138,GOURDON,20181109,0.0
2139,GOURDON,20181110,2.3875
2140,GOURDON,20181111,5.6
2141,GOURDON,20181112,-0.0125
2142,GOURDON,20181113,4.5
2143,GOURDON,20181114,0.4875
2144,GOURDON,20181115,0.0
2145,GOURDON,20181116,0.0
2146,GOURDON,20181117,0.2
2147,GOURDON,20181118,1.3875
2148,GOURDON,20181119,0.0
2149,GOURDON,20181120,0.0
2150,GOURDON,20181121,0.0
2151,GOURDON,20181122,0.0
2152,GOURDON,20181123,-0.025
2153,GOURDON,20181124,-0.075
2154,GOURDON,20181125,1.9375
2155,GOURDON,20181126,2.525
2156,GOURDON,20181127,0.1125
2157,GOURDON,20181128,0.175
2158,GOURDON,20181129,-0.0125
2159,GOURDON,20181130,13.6375
2160,GOURDON,20181201,2.4875
2161,GOURDON,20181202,14.7625
2162,GOURDON,20181203,12.1125
2163,GOURDON,20181204,0.8875
2164,GOURDON,20181205,-0.0375
2165,GOURDON,20181206,2.85
2166,GOURDON,20181207,2.35
2167,GOURDON,20181208,2.45
2168,GOURDON,20181209,1.075
2169,GOURDON,20181210,0.4625
2170,GOURDON,20181211,0.0
2171,GOURDON,20181212,0.1
2172,GOURDON,20181213,0.4625
2173,GOURDON,20181214,1.0125
2174,GOURDON,20181215,1.2375
2175,GOURDON,20181216,13.1
2176,GOURDON,20181217,5.3375
2177,GOURDON,20181218,-0.075
2178,GOURDON,20181219,2.375
2179,GOURDON,20181220,2.5
2180,GOURDON,20181221,1.425
2181,GOURDON,20181222,4.4
2182,GOURDON,20181223,3.7
2183,GOURDON,20181224,-0.025
2184,GOURDON,20181225,-0.0625
2185,GOURDON,20181226,-0.0375
2186,GOURDON,20181227,0.0
2187,GOURDON,20181228,0.0
2188,GOURDON,20181229,0.0
2189,GOURDON,20181230,0.0
2190,GOURDON,20181231,0.0
2191,MILLAU,20160101,2.5125
2192,MILLAU,20160102,4.1625
2193,MILLAU,20160103,2.6
2194,MILLAU,20160104,10.975
2195,MILLAU,20160105,4.3
2196,MILLAU,20160106,1.55
2197,MILLAU,20160107,-1240.525
2198,MILLAU,20160108,-1248.5125
2199,MILLAU,20160109,0.0875
2200,MILLAU,20160110,-1249.55
2201,MILLAU,20160111,2.85
2202,MILLAU,20160112,6.525
2203,MILLAU,20160113,4.075
2204,MILLAU,20160114,2.825
2205,MILLAU,20160115,1.0375
2206,MILLAU,20160116,0.1625
2207,MILLAU,20160117,0.0
2208,MILLAU,20160118,1.675
2209,MILLAU,20160119,5.7625
2210,MILLAU,20160120,1.05
2211,MILLAU,20160121,0.175
2212,MILLAU,20160122,0.2875
2213,MILLAU,20160123,0.875
2214,MILLAU,20160124,-0.0375
2215,MILLAU,20160125,0.0
2216,MILLAU,20160126,-0.0625
2217,MILLAU,20160127,-0.0625
2218,MILLAU,20160128,-0.1
2219,MILLAU,20160129,-1249.9625
2220,MILLAU,20160130,-0.075
2221,MILLAU,20160131,0.8
2222,MILLAU,20160201,-1249.425
2223,MILLAU,20160202,0.05
2224,MILLAU,20160203,0.75
2225,MILLAU,20160204,-1249.5375
2226,MILLAU,20160205,-1249.875
2227,MILLAU,20160206,0.0
2228,MILLAU,20160207,2.975
2229,MILLAU,20160208,1.1625
2230,MILLAU,20160209,5.425
2231,MILLAU,20160210,10.1375
2232,MILLAU,20160211,1.45
2233,MILLAU,20160212,11.075
2234,MILLAU,20160213,10.3714285714
2235,MILLAU,20160214,4.65
2236,MILLAU,20160215,2.15
2237,MILLAU,20160216,-0.1
2238,MILLAU,20160217,0.0
2239,MILLAU,20160218,-1249.75
2240,MILLAU,20160219,0.25
2241,MILLAU,20160220,0.0
2242,MILLAU,20160221,-0.0625
2243,MILLAU,20160222,0.2
2244,MILLAU,20160223,1.25
2245,MILLAU,20160224,2.275
2246,MILLAU,20160225,0.4125
2247,MILLAU,20160226,1.3625
2248,MILLAU,20160227,4.1375
2249,MILLAU,20160228,12.525
2250,MILLAU,20160229,0.575
2251,MILLAU,20160301,-1249.9375
2252,MILLAU,20160302,-1248.5125
2253,MILLAU,20160303,5.55
2254,MILLAU,20160304,4.3
2255,MILLAU,20160305,9.225
2256,MILLAU,20160306,-1248.125
2257,MILLAU,20160307,-1249.325
2258,MILLAU,20160308,0.5875
2259,MILLAU,20160309,2.8625
2260,MILLAU,20160310,4.825
2261,MILLAU,20160311,0.0
2262,MILLAU,20160312,0.0
2263,MILLAU,20160313,0.0
2264,MILLAU,20160314,0.0
2265,MILLAU,20160315,-0.05
2266,MILLAU,20160316,-0.0875
2267,MILLAU,20160317,1.025
2268,MILLAU,20160318,1.15
2269,MILLAU,20160319,0.0
2270,MILLAU,20160320,0.0857142857143
2271,MILLAU,20160321,0.05
2272,MILLAU,20160322,-0.0625
2273,MILLAU,20160323,0.0
2274,MILLAU,20160324,0.0
2275,MILLAU,20160325,-0.0625
2276,MILLAU,20160326,-0.0625
2277,MILLAU,20160327,-1427.11428571
2278,MILLAU,20160328,0.925
2279,MILLAU,20160329,0.25
2280,MILLAU,20160330,0.3875
2281,MILLAU,20160331,0.75
2282,MILLAU,20160401,2.775
2283,MILLAU,20160402,4.3
2284,MILLAU,20160403,2.575
2285,MILLAU,20160404,-1249.9375
2286,MILLAU,20160405,-8747.4875
2287,MILLAU,20160406,5.3125
2288,MILLAU,20160407,-1249.8875
2289,MILLAU,20160408,0.142857142857
2290,MILLAU,20160409,-0.025
2291,MILLAU,20160410,-0.0875
2292,MILLAU,20160411,-1249.95
2293,MILLAU,20160412,-0.0375
2294,MILLAU,20160413,1.2625
2295,MILLAU,20160414,1.7
2296,MILLAU,20160415,0.0
2297,MILLAU,20160416,0.6875
2298,MILLAU,20160417,10.15
2299,MILLAU,20160418,3.95
2300,MILLAU,20160419,0.0
2301,MILLAU,20160420,-1249.875
2302,MILLAU,20160421,0.175
2303,MILLAU,20160422,3.525
2304,MILLAU,20160423,1.33333333333
2305,MILLAU,20160427,1.5
2306,MILLAU,20160428,0.225
2307,MILLAU,20160429,0.0
2308,MILLAU,20160430,-1247.675
2309,MILLAU,20160501,2.5875
2310,MILLAU,20160502,0.0
2311,MILLAU,20160503,-2499.75
2312,MILLAU,20160504,-2499.75
2313,MILLAU,20160505,-6249.375
2314,MILLAU,20160506,-6249.375
2315,MILLAU,20160507,-2499.75
2316,MILLAU,20160508,-2499.775
2317,MILLAU,20160509,-3748.9
2318,MILLAU,20160510,-4997.375
2319,MILLAU,20160511,-7497.1
2320,MILLAU,20160512,-1224.9125
2321,MILLAU,20160513,-1249.6125
2322,MILLAU,20160514,-8749.075
2323,MILLAU,20160515,-3749.625
2324,MILLAU,20160516,-4999.5
2325,MILLAU,20160517,-3749.625
2326,MILLAU,20160518,-2499.3
2327,MILLAU,20160519,-6247.825
2328,MILLAU,20160520,-3749.575
2329,MILLAU,20160521,-4999.5
2330,MILLAU,20160522,-3743.7375
2331,MILLAU,20160523,-2493.0625
2332,MILLAU,20160524,-6249.35
2333,MILLAU,20160525,-1249.9375
2334,MILLAU,20160526,-1249.8875
2335,MILLAU,20160527,0.0
2336,MILLAU,20160528,1.275
2337,MILLAU,20160529,21.1875
2338,MILLAU,20160530,4.5875
2339,MILLAU,20160531,2.575
2340,MILLAU,20160601,6.3
2341,MILLAU,20160602,-1248.2
2342,MILLAU,20160603,0.0
2343,MILLAU,20160604,0.0
2344,MILLAU,20160605,0.0
2345,MILLAU,20160606,0.0
2346,MILLAU,20160607,-1249.95
2347,MILLAU,20160608,-1249.775
2348,MILLAU,20160609,0.05
2349,MILLAU,20160610,0.25
2350,MILLAU,20160611,0.95
2351,MILLAU,20160612,-7499.25
2352,MILLAU,20160613,-2498.4125
2353,MILLAU,20160614,3.9
2354,MILLAU,20160615,4.525
2355,MILLAU,20160616,3.625
2356,MILLAU,20160617,0.375
2357,MILLAU,20160618,-1245.25
2358,MILLAU,20160619,2.1125
2359,MILLAU,20160620,0.0
2360,MILLAU,20160621,-0.0875
2361,MILLAU,20160622,-0.025
2362,MILLAU,20160623,0.0
2363,MILLAU,20160624,-1249.875
2364,MILLAU,20160625,0.525
2365,MILLAU,20160626,-1249.8
2366,MILLAU,20160627,0.0
2367,MILLAU,20160628,0.0
2368,MILLAU,20160629,-9999.0
2369,MILLAU,20160630,0.4
2370,MILLAU,20160701,0.0
2371,MILLAU,20160702,0.6875
2372,MILLAU,20160703,0.7
2373,MILLAU,20160704,0.0
2374,MILLAU,20160705,0.1375
2375,MILLAU,20160706,0.225
2376,MILLAU,20160707,-1666.5
2377,MILLAU,20160708,-0.0875
2378,MILLAU,20160709,-0.0125
2379,MILLAU,20160710,0.0
2380,MILLAU,20160711,4.0125
2381,MILLAU,20160712,19.45
2382,MILLAU,20160713,7.3125
2383,MILLAU,20160714,-1249.6125
2384,MILLAU,20160715,0.925
2385,MILLAU,20160716,0.0
2386,MILLAU,20160717,0.0
2387,MILLAU,20160718,0.0
2388,MILLAU,20160719,0.0
2389,MILLAU,20160720,-0.0375
2390,MILLAU,20160721,-0.075
2391,MILLAU,20160722,21.425
2392,MILLAU,20160723,2.75
2393,MILLAU,20160724,0.0
2394,MILLAU,20160725,0.0
2395,MILLAU,20160726,0.0
2396,MILLAU,20160727,0.0
2397,MILLAU,20160728,0.0
2398,MILLAU,20160729,0.0
2399,MILLAU,20160730,1.35
2400,MILLAU,20160731,12.95
2401,MILLAU,20160801,-1245.975
2402,MILLAU,20160802,-1249.875
2403,MILLAU,20160803,0.0
2404,MILLAU,20160804,0.2375
2405,MILLAU,20160805,1.95
2406,MILLAU,20160806,0.0
2407,MILLAU,20160807,-1249.875
2408,MILLAU,20160808,0.0
2409,MILLAU,20160809,-0.0625
2410,MILLAU,20160810,-0.0625
2411,MILLAU,20160811,0.0
2412,MILLAU,20160812,0.0
2413,MILLAU,20160813,-1249.875
2414,MILLAU,20160814,-1249.875
2415,MILLAU,20160815,0.0
2416,MILLAU,20160816,3.575
2417,MILLAU,20160817,10.725
2418,MILLAU,20160818,0.0
2419,MILLAU,20160819,0.15
2420,MILLAU,20160820,6.95
2421,MILLAU,20160821,5.5875
2422,MILLAU,20160822,0.0
2423,MILLAU,20160823,0.0
2424,MILLAU,20160824,0.0
2425,MILLAU,20160825,0.0
2426,MILLAU,20160826,0.0
2427,MILLAU,20160827,-1249.875
2428,MILLAU,20160828,0.0
2429,MILLAU,20160829,0.0
2430,MILLAU,20160830,0.0
2431,MILLAU,20160831,0.0
2432,MILLAU,20160901,0.0
2433,MILLAU,20160902,0.0
2434,MILLAU,20160903,0.0
2435,MILLAU,20160904,-1249.875
2436,MILLAU,20160905,0.0
2437,MILLAU,20160906,0.0
2438,MILLAU,20160907,0.0
2439,MILLAU,20160908,0.0
2440,MILLAU,20160909,0.0
2441,MILLAU,20160910,2.75
2442,MILLAU,20160911,1.65
2443,MILLAU,20160912,-1249.875
2444,MILLAU,20160913,-9999.0
2445,MILLAU,20160914,-1235.7875
2446,MILLAU,20160915,16.8375
2447,MILLAU,20160916,0.1375
2448,MILLAU,20160917,-1249.3125
2449,MILLAU,20160918,-1249.9125
2450,MILLAU,20160919,0.0
2451,MILLAU,20160920,0.0
2452,MILLAU,20160921,0.0
2453,MILLAU,20160922,-1249.875
2454,MILLAU,20160923,0.0
2455,MILLAU,20160924,0.0
2456,MILLAU,20160925,0.425
2457,MILLAU,20160926,0.775
2458,MILLAU,20160927,-1249.875
2459,MILLAU,20160928,0.0
2460,MILLAU,20160929,-1249.875
2461,MILLAU,20160930,0.0
2462,MILLAU,20161001,0.175
2463,MILLAU,20161002,-1247.725
2464,MILLAU,20161003,1.55
2465,MILLAU,20161004,0.0
2466,MILLAU,20161005,0.0
2467,MILLAU,20161006,0.0
2468,MILLAU,20161007,0.0
2469,MILLAU,20161008,0.0
2470,MILLAU,20161009,0.0
2471,MILLAU,20161010,0.0
2472,MILLAU,20161011,0.0
2473,MILLAU,20161012,0.3375
2474,MILLAU,20161013,11.625
2475,MILLAU,20161014,22.95
2476,MILLAU,20161015,5.375
2477,MILLAU,20161016,0.0
2478,MILLAU,20161017,0.05
2479,MILLAU,20161018,0.1375
2480,MILLAU,20161019,0.0
2481,MILLAU,20161020,0.0
2482,MILLAU,20161021,0.0
2483,MILLAU,20161022,0.0
2484,MILLAU,20161023,0.0
2485,MILLAU,20161024,0.85
2486,MILLAU,20161025,2.975
2487,MILLAU,20161026,0.7
2488,MILLAU,20161027,0.2625
2489,MILLAU,20161028,0.0
2490,MILLAU,20161029,0.0
2491,MILLAU,20161030,0.0
2492,MILLAU,20161031,-1249.875
2493,MILLAU,20161101,0.0
2494,MILLAU,20161102,-0.1
2495,MILLAU,20161103,0.0
2496,MILLAU,20161104,0.525
2497,MILLAU,20161105,3.425
2498,MILLAU,20161106,2.85
2499,MILLAU,20161107,0.1
2500,MILLAU,20161108,0.0714285714286
2501,MILLAU,20161109,5.2125
2502,MILLAU,20161110,4.2625
2503,MILLAU,20161111,3.2
2504,MILLAU,20161112,0.3
2505,MILLAU,20161113,-0.1
2506,MILLAU,20161114,-0.1
2507,MILLAU,20161115,0.0
2508,MILLAU,20161116,0.0
2509,MILLAU,20161117,0.0
2510,MILLAU,20161118,2.2875
2511,MILLAU,20161119,3.6
2512,MILLAU,20161120,0.0875
2513,MILLAU,20161121,-8749.1375
2514,MILLAU,20161122,-1241.9375
2515,MILLAU,20161123,-1236.3875
2516,MILLAU,20161124,-1223.3625
2517,MILLAU,20161125,15.2625
2518,MILLAU,20161126,1.3375
2519,MILLAU,20161127,-0.05
2520,MILLAU,20161128,-1249.875
2521,MILLAU,20161129,0.1125
2522,MILLAU,20161130,0.0375
2523,MILLAU,20161201,-1249.875
2524,MILLAU,20161202,0.0
2525,MILLAU,20161203,0.0
2526,MILLAU,20161204,-1249.85
2527,MILLAU,20161205,0.125
2528,MILLAU,20161206,-0.0125
2529,MILLAU,20161207,-1249.875
2530,MILLAU,20161208,0.0
2531,MILLAU,20161209,-1249.875
2532,MILLAU,20161210,0.0
2533,MILLAU,20161211,0.0
2534,MILLAU,20161212,0.0
2535,MILLAU,20161213,0.0
2536,MILLAU,20161214,0.0
2537,MILLAU,20161215,0.0
2538,MILLAU,20161216,0.525
2539,MILLAU,20161217,0.45
2540,MILLAU,20161218,-0.075
2541,MILLAU,20161219,-1249.8375
2542,MILLAU,20161220,8.0125
2543,MILLAU,20161221,-1243.3875
2544,MILLAU,20161222,-0.0285714285714
2545,MILLAU,20161223,-0.1
2546,MILLAU,20161224,-1249.9625
2547,MILLAU,20161225,-0.025
2548,MILLAU,20161226,0.0
2549,MILLAU,20161227,-1249.875
2550,MILLAU,20161228,0.0
2551,MILLAU,20161229,-1249.875
2552,MILLAU,20161230,0.0
2553,MILLAU,20161231,0.0
2554,MILLAU,20170101,0.0
2555,MILLAU,20170102,0.0
2556,MILLAU,20170103,0.0
2557,MILLAU,20170104,-0.075
2558,MILLAU,20170105,-0.0625
2559,MILLAU,20170106,0.0
2560,MILLAU,20170107,0.0
2561,MILLAU,20170108,0.0
2562,MILLAU,20170109,-1249.8875
2563,MILLAU,20170110,1.0875
2564,MILLAU,20170111,-1249.475
2565,MILLAU,20170112,0.1125
2566,MILLAU,20170113,3.125
2567,MILLAU,20170114,-0.0125
2568,MILLAU,20170115,-0.1
2569,MILLAU,20170116,-1249.9625
2570,MILLAU,20170117,-1249.9
2571,MILLAU,20170118,0.0
2572,MILLAU,20170119,-0.0625
2573,MILLAU,20170120,-0.0375
2574,MILLAU,20170121,0.0
2575,MILLAU,20170122,0.2875
2576,MILLAU,20170123,0.875
2577,MILLAU,20170124,0.025
2578,MILLAU,20170125,-0.0625
2579,MILLAU,20170126,2.55
2580,MILLAU,20170127,-1243.775
2581,MILLAU,20170128,8.6125
2582,MILLAU,20170129,-1247.475
2583,MILLAU,20170130,-1249.0125
2584,MILLAU,20170131,1.525
2585,MILLAU,20170201,0.0
2586,MILLAU,20170202,0.7
2587,MILLAU,20170203,-6247.55
2588,MILLAU,20170204,-2495.0
2589,MILLAU,20170205,14.9625
2590,MILLAU,20170206,-4993.7375
2591,MILLAU,20170207,-4999.2
2592,MILLAU,20170208,0.3875
2593,MILLAU,20170209,0.2125
2594,MILLAU,20170210,-1249.875
2595,MILLAU,20170211,-0.0125
2596,MILLAU,20170212,1.375
2597,MILLAU,20170213,0.725
2598,MILLAU,20170214,-1244.7
2599,MILLAU,20170215,-1246.375
2600,MILLAU,20170216,-0.0125
2601,MILLAU,20170217,0.0
2602,MILLAU,20170218,0.0
2603,MILLAU,20170219,0.0
2604,MILLAU,20170220,-1249.875
2605,MILLAU,20170221,0.0
2606,MILLAU,20170222,0.0
2607,MILLAU,20170223,0.0
2608,MILLAU,20170224,0.0
2609,MILLAU,20170225,0.0
2610,MILLAU,20170226,0.0
2611,MILLAU,20170227,0.0
2612,MILLAU,20170228,1.5875
2613,MILLAU,20170301,3.1875
2614,MILLAU,20170302,-8749.1375
2615,MILLAU,20170303,-2499.8
2616,MILLAU,20170304,19.2125
2617,MILLAU,20170305,9.625
2618,MILLAU,20170306,-1246.8
2619,MILLAU,20170307,1.975
2620,MILLAU,20170308,0.175
2621,MILLAU,20170309,0.1625
2622,MILLAU,20170310,0.025
2623,MILLAU,20170311,0.0
2624,MILLAU,20170312,2.025
2625,MILLAU,20170313,1.1125
2626,MILLAU,20170314,0.0
2627,MILLAU,20170315,0.0
2628,MILLAU,20170316,0.0
2629,MILLAU,20170317,0.0
2630,MILLAU,20170318,-0.0875
2631,MILLAU,20170319,-0.0125
2632,MILLAU,20170320,0.0
2633,MILLAU,20170321,0.0
2634,MILLAU,20170322,0.0
2635,MILLAU,20170323,2.2125
2636,MILLAU,20170324,13.175
2637,MILLAU,20170325,15.8875
2638,MILLAU,20170326,3.7125
2639,MILLAU,20170327,-0.075
2640,MILLAU,20170328,-0.025
2641,MILLAU,20170329,-1249.875
2642,MILLAU,20170330,0.0
2643,MILLAU,20170331,-1249.8875
2644,MILLAU,20170401,4.675
2645,MILLAU,20170402,0.7
2646,MILLAU,20170403,-0.0375
2647,MILLAU,20170404,0.0
2648,MILLAU,20170405,0.0
2649,MILLAU,20170406,0.0
2650,MILLAU,20170407,0.0
2651,MILLAU,20170408,-1249.875
2652,MILLAU,20170409,0.0
2653,MILLAU,20170410,0.0
2654,MILLAU,20170411,-0.0875
2655,MILLAU,20170412,-0.0125
2656,MILLAU,20170413,0.0
2657,MILLAU,20170414,-1249.875
2658,MILLAU,20170415,-1249.925
2659,MILLAU,20170416,-0.0375
2660,MILLAU,20170417,0.0
2661,MILLAU,20170418,-1249.875
2662,MILLAU,20170419,0.0
2663,MILLAU,20170420,0.0
2664,MILLAU,20170421,0.0
2665,MILLAU,20170422,0.0
2666,MILLAU,20170423,-1249.875
2667,MILLAU,20170424,0.0
2668,MILLAU,20170425,1.3125
2669,MILLAU,20170426,10.1875
2670,MILLAU,20170427,0.0125
2671,MILLAU,20170428,-1249.425
2672,MILLAU,20170429,0.0
2673,MILLAU,20170430,1.8125
2674,MILLAU,20170501,8.5375
2675,MILLAU,20170502,4.725
2676,MILLAU,20170503,1.6875
2677,MILLAU,20170504,0.0
2678,MILLAU,20170505,-1249.9125
2679,MILLAU,20170506,7.7625
2680,MILLAU,20170507,4.075
2681,MILLAU,20170508,0.0
2682,MILLAU,20170509,0.0
2683,MILLAU,20170510,0.875
2684,MILLAU,20170511,9.3
2685,MILLAU,20170512,8.975
2686,MILLAU,20170513,5.7
2687,MILLAU,20170514,-1248.05
2688,MILLAU,20170515,0.0
2689,MILLAU,20170516,0.0
2690,MILLAU,20170517,0.0
2691,MILLAU,20170518,0.9125
2692,MILLAU,20170519,11.1875
2693,MILLAU,20170520,-1249.825
2694,MILLAU,20170521,-0.0125
2695,MILLAU,20170522,-4999.5
2696,MILLAU,20170523,-4999.5
2697,MILLAU,20170524,0.15
2698,MILLAU,20170525,-4999.45
2699,MILLAU,20170526,-4999.5
2700,MILLAU,20170527,0.0
2701,MILLAU,20170528,-1249.875
2702,MILLAU,20170529,0.0
2703,MILLAU,20170530,-0.0625
2704,MILLAU,20170531,-0.075
2705,MILLAU,20170601,-0.1
2706,MILLAU,20170602,-1249.9375
2707,MILLAU,20170603,1.625
2708,MILLAU,20170604,2.775
2709,MILLAU,20170605,0.0
2710,MILLAU,20170606,-1249.6625
2711,MILLAU,20170607,0.125
2712,MILLAU,20170608,-1249.9
2713,MILLAU,20170609,1.375
2714,MILLAU,20170610,0.225
2715,MILLAU,20170611,-1249.875
2716,MILLAU,20170612,-0.0625
2717,MILLAU,20170613,0.1625
2718,MILLAU,20170614,0.025
2719,MILLAU,20170615,0.0
2720,MILLAU,20170616,0.0
2721,MILLAU,20170617,-1249.875
2722,MILLAU,20170618,0.0
2723,MILLAU,20170619,-1249.875
2724,MILLAU,20170620,0.0
2725,MILLAU,20170621,0.0
2726,MILLAU,20170622,-0.0375
2727,MILLAU,20170623,-0.0625
2728,MILLAU,20170624,0.0
2729,MILLAU,20170625,0.0
2730,MILLAU,20170626,0.0375
2731,MILLAU,20170627,2.125
2732,MILLAU,20170628,14.05
2733,MILLAU,20170629,9.5625
2734,MILLAU,20170630,5.9875
2735,MILLAU,20170701,-1247.275
2736,MILLAU,20170702,0.35
2737,MILLAU,20170703,-1249.9
2738,MILLAU,20170704,0.0
2739,MILLAU,20170705,0.0
2740,MILLAU,20170706,0.0
2741,MILLAU,20170707,0.0
2742,MILLAU,20170708,-1249.875
2743,MILLAU,20170709,-0.0625
2744,MILLAU,20170710,-0.0375
2745,MILLAU,20170711,0.0
2746,MILLAU,20170712,0.0
2747,MILLAU,20170713,0.0
2748,MILLAU,20170714,0.0
2749,MILLAU,20170715,0.0
2750,MILLAU,20170716,-1249.875
2751,MILLAU,20170717,0.0
2752,MILLAU,20170718,0.0
2753,MILLAU,20170719,-2499.7125
2754,MILLAU,20170720,22.775
2755,MILLAU,20170721,-1249.0
2756,MILLAU,20170722,-1249.875
2757,MILLAU,20170723,0.0
2758,MILLAU,20170724,0.9125
2759,MILLAU,20170725,1.125
2760,MILLAU,20170726,0.15
2761,MILLAU,20170727,0.0
2762,MILLAU,20170728,0.0
2763,MILLAU,20170729,-0.0625
2764,MILLAU,20170730,-0.1
2765,MILLAU,20170801,0.0
2766,MILLAU,20170802,0.0
2767,MILLAU,20170803,0.0
2768,MILLAU,20170804,0.0
2769,MILLAU,20170805,0.0
2770,MILLAU,20170806,0.5
2771,MILLAU,20170807,0.0875
2772,MILLAU,20170808,-1249.95
2773,MILLAU,20170809,-0.0375
2774,MILLAU,20170810,-1249.6
2775,MILLAU,20170811,-1248.25
2776,MILLAU,20170812,0.15
2777,MILLAU,20170813,0.0
2778,MILLAU,20170814,-2499.75
2779,MILLAU,20170815,1.65
2780,MILLAU,20170816,-2499.225
2781,MILLAU,20170817,-0.05
2782,MILLAU,20170818,0.0
2783,MILLAU,20170819,0.0
2784,MILLAU,20170820,0.0
2785,MILLAU,20170821,0.0
2786,MILLAU,20170822,0.0
2787,MILLAU,20170823,0.05
2788,MILLAU,20170824,0.525
2789,MILLAU,20170825,-0.0625
2790,MILLAU,20170826,-0.025
2791,MILLAU,20170827,0.1
2792,MILLAU,20170828,0.6875
2793,MILLAU,20170829,0.0
2794,MILLAU,20170830,0.814285714286
2795,MILLAU,20170831,19.85
2796,MILLAU,20170901,0.4
2797,MILLAU,20170902,0.0375
2798,MILLAU,20170903,-2499.625
2799,MILLAU,20170904,-6249.4125
2800,MILLAU,20170905,-1249.8875
2801,MILLAU,20170906,-0.0571428571429
2802,MILLAU,20170907,-0.0375
2803,MILLAU,20170908,0.0
2804,MILLAU,20170909,2.2375
2805,MILLAU,20170910,2.5375
2806,MILLAU,20170911,0.35
2807,MILLAU,20170912,0.7875
2808,MILLAU,20170913,-1249.6375
2809,MILLAU,20170914,0.375
2810,MILLAU,20170915,0.2125
2811,MILLAU,20170916,0.875
2812,MILLAU,20170917,0.35
2813,MILLAU,20170918,3.0
2814,MILLAU,20170919,2.45
2815,MILLAU,20170920,-1249.8
2816,MILLAU,20170921,-1249.875
2817,MILLAU,20170922,0.0
2818,MILLAU,20170923,0.0
2819,MILLAU,20170924,0.0
2820,MILLAU,20170925,0.625
2821,MILLAU,20170926,0.75
2822,MILLAU,20170927,0.025
2823,MILLAU,20170928,0.0
2824,MILLAU,20170929,0.0
2825,MILLAU,20170930,1.875
2826,MILLAU,20171001,2.1
2827,MILLAU,20171002,0.55
2828,MILLAU,20171003,0.85
2829,MILLAU,20171004,0.22
2830,MILLAU,20171005,0.0
2831,MILLAU,20171006,0.0
2832,MILLAU,20171007,0.0
2833,MILLAU,20171008,0.0
2834,MILLAU,20171009,0.0
2835,MILLAU,20171010,0.0
2836,MILLAU,20171011,0.0
2837,MILLAU,20171012,-1249.725
2838,MILLAU,20171013,0.025
2839,MILLAU,20171014,0.0
2840,MILLAU,20171015,0.0
2841,MILLAU,20171016,0.0
2842,MILLAU,20171017,-0.025
2843,MILLAU,20171018,0.525
2844,MILLAU,20171019,16.075
2845,MILLAU,20171020,15.825
2846,MILLAU,20171021,0.1
2847,MILLAU,20171022,0.2875
2848,MILLAU,20171023,0.125
2849,MILLAU,20171024,0.0
2850,MILLAU,20171025,0.0
2851,MILLAU,20171026,0.0
