,Nom,JJ,rr24
3655,MONT-DE-MARSAN,20170109,-6249.3
3656,MONT-DE-MARSAN,20170110,-8748.7
3657,MONT-DE-MARSAN,20170111,-7497.475
3658,MONT-DE-MARSAN,20170112,-8570.2
3659,MONT-DE-MARSAN,20170113,-6246.275
3660,MONT-DE-MARSAN,20170114,-6248.7
3661,MONT-DE-MARSAN,20170115,-6248.925
3662,MONT-DE-MARSAN,20170116,-7496.8
3663,MONT-DE-MARSAN,20170117,-7499.2
3664,MONT-DE-MARSAN,20170118,-5713.71428571
3665,MONT-DE-MARSAN,20170119,-7499.25
3666,MONT-DE-MARSAN,20170120,-7499.225
3667,MONT-DE-MARSAN,20170121,-8570.54285714
3668,MONT-DE-MARSAN,20170122,-7499.225
3669,MONT-DE-MARSAN,20170123,-4285.21428571
3670,MONT-DE-MARSAN,20170124,-4999.4625
3671,MONT-DE-MARSAN,20170125,-8749.1
3672,MONT-DE-MARSAN,20170126,-7499.25
3673,MONT-DE-MARSAN,20170127,-8749.1
3674,MONT-DE-MARSAN,20170128,-6249.1
3675,MONT-DE-MARSAN,20170129,-7499.175
3676,MONT-DE-MARSAN,20170130,-5713.54285714
3677,MONT-DE-MARSAN,20170131,-7142.14285714
3678,MONT-DE-MARSAN,20170201,-4999.5
3679,MONT-DE-MARSAN,20170202,-4998.75
3680,MONT-DE-MARSAN,20170203,-3744.5875
3681,MONT-DE-MARSAN,20170204,-4993.1
3682,MONT-DE-MARSAN,20170205,-3732.3625
3683,MONT-DE-MARSAN,20170206,-6245.45
3684,MONT-DE-MARSAN,20170207,-4998.525
3685,MONT-DE-MARSAN,20170208,-2495.475
3686,MONT-DE-MARSAN,20170209,-6248.85
3687,MONT-DE-MARSAN,20170210,-3749.55
3688,MONT-DE-MARSAN,20170211,-4999.45
3689,MONT-DE-MARSAN,20170212,-6249.325
3690,MONT-DE-MARSAN,20170213,-4999.5125
3691,MONT-DE-MARSAN,20170214,-6248.4
3692,MONT-DE-MARSAN,20170215,-4999.4
3693,MONT-DE-MARSAN,20170216,-6249.3
3694,MONT-DE-MARSAN,20170217,-6249.325
3695,MONT-DE-MARSAN,20170218,-4999.425
3696,MONT-DE-MARSAN,20170219,-3749.5
3697,MONT-DE-MARSAN,20170220,-4999.475
3698,MONT-DE-MARSAN,20170221,-4999.5
3699,MONT-DE-MARSAN,20170222,-3749.375
3700,MONT-DE-MARSAN,20170223,-5713.57142857
3701,MONT-DE-MARSAN,20170224,-2855.65714286
3702,MONT-DE-MARSAN,20170225,-5713.65714286
3703,MONT-DE-MARSAN,20170226,-2499.7
3704,MONT-DE-MARSAN,20170227,-3749.55
3705,MONT-DE-MARSAN,20170228,-7498.25
3706,MONT-DE-MARSAN,20170301,-4996.825
3707,MONT-DE-MARSAN,20170302,-2856.78571429
3708,MONT-DE-MARSAN,20170303,-4999.4875
3709,MONT-DE-MARSAN,20170304,-6240.4
3710,MONT-DE-MARSAN,20170305,-1241.5
3711,MONT-DE-MARSAN,20170306,-6245.8875
3712,MONT-DE-MARSAN,20170307,-6248.1
3713,MONT-DE-MARSAN,20170308,-7498.0
3714,MONT-DE-MARSAN,20170309,-4999.4875
3715,MONT-DE-MARSAN,20170310,-4999.5
3716,MONT-DE-MARSAN,20170311,-6249.3
3717,MONT-DE-MARSAN,20170312,-3746.625
3718,MONT-DE-MARSAN,20170313,-3744.425
3719,MONT-DE-MARSAN,20170314,-6249.0
3720,MONT-DE-MARSAN,20170315,-2499.45
3721,MONT-DE-MARSAN,20170316,-1249.675
3722,MONT-DE-MARSAN,20170317,0.175
3723,MONT-DE-MARSAN,20170318,0.05
3724,MONT-DE-MARSAN,20170319,0.0
3725,MONT-DE-MARSAN,20170320,0.175
3726,MONT-DE-MARSAN,20170321,1.4375
3727,MONT-DE-MARSAN,20170322,4.5
3728,MONT-DE-MARSAN,20170323,13.55
3729,MONT-DE-MARSAN,20170324,0.3
3730,MONT-DE-MARSAN,20170325,3.05
3731,MONT-DE-MARSAN,20170326,2.5
3732,MONT-DE-MARSAN,20170327,0.05
3733,MONT-DE-MARSAN,20170328,0.0
3734,MONT-DE-MARSAN,20170329,0.0
3735,MONT-DE-MARSAN,20170330,0.0
3736,MONT-DE-MARSAN,20170331,0.85
3737,MONT-DE-MARSAN,20170401,14.675
3738,MONT-DE-MARSAN,20170402,17.2625
3739,MONT-DE-MARSAN,20170403,1.7125
3740,MONT-DE-MARSAN,20170404,0.0625
3741,MONT-DE-MARSAN,20170405,0.75
3742,MONT-DE-MARSAN,20170406,0.05
3743,MONT-DE-MARSAN,20170407,0.125
3744,MONT-DE-MARSAN,20170408,0.075
3745,MONT-DE-MARSAN,20170409,0.0
3746,MONT-DE-MARSAN,20170410,-0.0875
3747,MONT-DE-MARSAN,20170411,-0.0125
3748,MONT-DE-MARSAN,20170412,0.0
3749,MONT-DE-MARSAN,20170413,0.0
3750,MONT-DE-MARSAN,20170414,-1249.75
3751,MONT-DE-MARSAN,20170415,3.46944695195e-18
3752,MONT-DE-MARSAN,20170416,-0.075
3753,MONT-DE-MARSAN,20170417,-7499.25
3754,MONT-DE-MARSAN,20170418,-2499.75
3755,MONT-DE-MARSAN,20170419,0.0
3756,MONT-DE-MARSAN,20170420,0.0
3757,MONT-DE-MARSAN,20170421,0.125
3758,MONT-DE-MARSAN,20170422,0.075
3759,MONT-DE-MARSAN,20170423,0.0
3760,MONT-DE-MARSAN,20170424,0.0
3761,MONT-DE-MARSAN,20170425,2.525
3762,MONT-DE-MARSAN,20170426,3.875
3763,MONT-DE-MARSAN,20170427,-4999.3
3764,MONT-DE-MARSAN,20170428,-4999.4
3765,MONT-DE-MARSAN,20170429,0.075
3766,MONT-DE-MARSAN,20170430,4.6125
3767,MONT-DE-MARSAN,20170501,-3737.6125
3768,MONT-DE-MARSAN,20170502,-3736.525
3769,MONT-DE-MARSAN,20170503,5.3625
3770,MONT-DE-MARSAN,20170504,0.0
3771,MONT-DE-MARSAN,20170505,-0.05
3772,MONT-DE-MARSAN,20170506,10.0625
3773,MONT-DE-MARSAN,20170507,1.2375
3774,MONT-DE-MARSAN,20170508,0.15
3775,MONT-DE-MARSAN,20170509,0.05
3776,MONT-DE-MARSAN,20170510,4.175
3777,MONT-DE-MARSAN,20170511,6.425
3778,MONT-DE-MARSAN,20170512,0.35
3779,MONT-DE-MARSAN,20170513,3.55
3780,MONT-DE-MARSAN,20170514,1.4
3781,MONT-DE-MARSAN,20170515,0.0
3782,MONT-DE-MARSAN,20170516,-0.0875
3783,MONT-DE-MARSAN,20170517,0.025
3784,MONT-DE-MARSAN,20170518,11.375
3785,MONT-DE-MARSAN,20170519,15.95
3786,MONT-DE-MARSAN,20170520,0.475
3787,MONT-DE-MARSAN,20170521,-0.025
3788,MONT-DE-MARSAN,20170522,0.0
3789,MONT-DE-MARSAN,20170523,-1428.42857143
3790,MONT-DE-MARSAN,20170524,0.175
3791,MONT-DE-MARSAN,20170525,0.025
3792,MONT-DE-MARSAN,20170526,-7499.25
3793,MONT-DE-MARSAN,20170527,-2499.825
3794,MONT-DE-MARSAN,20170528,-0.0125
3795,MONT-DE-MARSAN,20170529,0.525
3796,MONT-DE-MARSAN,20170530,9.775
3797,MONT-DE-MARSAN,20170531,6.6
3798,MONT-DE-MARSAN,20170601,0.514285714286
3799,MONT-DE-MARSAN,20170602,0.0
3800,MONT-DE-MARSAN,20170603,9.9125
3801,MONT-DE-MARSAN,20170604,10.025
3802,MONT-DE-MARSAN,20170605,4.025
3803,MONT-DE-MARSAN,20170606,0.3
3804,MONT-DE-MARSAN,20170607,0.0875
3805,MONT-DE-MARSAN,20170608,0.0
3806,MONT-DE-MARSAN,20170609,4.55
3807,MONT-DE-MARSAN,20170610,0.25
3808,MONT-DE-MARSAN,20170611,0.0
3809,MONT-DE-MARSAN,20170612,-1249.875
3810,MONT-DE-MARSAN,20170613,0.0
3811,MONT-DE-MARSAN,20170614,0.0
3812,MONT-DE-MARSAN,20170615,-2499.8125
3813,MONT-DE-MARSAN,20170616,-0.025
3814,MONT-DE-MARSAN,20170617,0.0
3815,MONT-DE-MARSAN,20170618,0.0
3816,MONT-DE-MARSAN,20170619,0.0
3817,MONT-DE-MARSAN,20170620,0.0
3818,MONT-DE-MARSAN,20170621,0.0
3819,MONT-DE-MARSAN,20170622,0.0
3820,MONT-DE-MARSAN,20170623,0.485714285714
3821,MONT-DE-MARSAN,20170624,-1249.7125
3822,MONT-DE-MARSAN,20170625,0.0
3823,MONT-DE-MARSAN,20170626,0.325
3824,MONT-DE-MARSAN,20170627,0.175
3825,MONT-DE-MARSAN,20170628,11.9428571429
3826,MONT-DE-MARSAN,20170629,15.4375
3827,MONT-DE-MARSAN,20170630,10.25
3828,MONT-DE-MARSAN,20170701,15.6125
3829,MONT-DE-MARSAN,20170702,8.275
3830,MONT-DE-MARSAN,20170703,-1249.75
3831,MONT-DE-MARSAN,20170704,0.05
3832,MONT-DE-MARSAN,20170705,0.0
3833,MONT-DE-MARSAN,20170706,-0.0875
3834,MONT-DE-MARSAN,20170707,0.1375
3835,MONT-DE-MARSAN,20170708,1.675
3836,MONT-DE-MARSAN,20170709,38.0375
3837,MONT-DE-MARSAN,20170710,11.5125
3838,MONT-DE-MARSAN,20170711,3.75
3839,MONT-DE-MARSAN,20170712,0.025
3840,MONT-DE-MARSAN,20170713,-0.05
3841,MONT-DE-MARSAN,20170714,0.0
3842,MONT-DE-MARSAN,20170715,0.0
3843,MONT-DE-MARSAN,20170716,0.142857142857
3844,MONT-DE-MARSAN,20170717,0.0125
3845,MONT-DE-MARSAN,20170718,0.225
3846,MONT-DE-MARSAN,20170719,3.45
3847,MONT-DE-MARSAN,20170720,-8748.9
3848,MONT-DE-MARSAN,20170721,-1248.65
3849,MONT-DE-MARSAN,20170722,0.525
3850,MONT-DE-MARSAN,20170723,0.05
3851,MONT-DE-MARSAN,20170724,2.8875
3852,MONT-DE-MARSAN,20170725,-4998.03333333
3853,MONT-DE-MARSAN,20170726,-3749.625
3854,MONT-DE-MARSAN,20170727,0.0
3855,MONT-DE-MARSAN,20170728,0.0
3856,MONT-DE-MARSAN,20170729,-0.0625
3857,MONT-DE-MARSAN,20170730,-0.0375
3858,MONT-DE-MARSAN,20170731,0.0
3859,MONT-DE-MARSAN,20170801,0.4
3860,MONT-DE-MARSAN,20170802,-1249.8875
3861,MONT-DE-MARSAN,20170803,0.0
3862,MONT-DE-MARSAN,20170804,0.0
3863,MONT-DE-MARSAN,20170805,0.0
3864,MONT-DE-MARSAN,20170806,0.0
3865,MONT-DE-MARSAN,20170807,0.075
3866,MONT-DE-MARSAN,20170808,11.0125
3867,MONT-DE-MARSAN,20170809,1.75
3868,MONT-DE-MARSAN,20170810,1.3
3869,MONT-DE-MARSAN,20170811,0.4375
3870,MONT-DE-MARSAN,20170812,0.0
3871,MONT-DE-MARSAN,20170813,0.0
3872,MONT-DE-MARSAN,20170814,0.75
3873,MONT-DE-MARSAN,20170815,7.95
3874,MONT-DE-MARSAN,20170816,-1249.8
3875,MONT-DE-MARSAN,20170817,-1249.75
3876,MONT-DE-MARSAN,20170818,0.05
3877,MONT-DE-MARSAN,20170819,0.125
3878,MONT-DE-MARSAN,20170820,0.075
3879,MONT-DE-MARSAN,20170821,0.0
3880,MONT-DE-MARSAN,20170822,0.0
3881,MONT-DE-MARSAN,20170823,0.0
3882,MONT-DE-MARSAN,20170824,0.0
3883,MONT-DE-MARSAN,20170825,0.0
3884,MONT-DE-MARSAN,20170826,0.0
3885,MONT-DE-MARSAN,20170827,0.375
3886,MONT-DE-MARSAN,20170828,0.975
3887,MONT-DE-MARSAN,20170829,1.46666666667
3888,MONT-DE-MARSAN,20170830,0.0285714285714
3889,MONT-DE-MARSAN,20170831,0.525
3890,MONT-DE-MARSAN,20170901,0.471428571429
3891,MONT-DE-MARSAN,20170902,0.975
3892,MONT-DE-MARSAN,20170903,-0.0125
3893,MONT-DE-MARSAN,20170904,5.3625
3894,MONT-DE-MARSAN,20170905,1.575
3895,MONT-DE-MARSAN,20170906,1.7
3896,MONT-DE-MARSAN,20170907,0.5375
3897,MONT-DE-MARSAN,20170908,0.0
3898,MONT-DE-MARSAN,20170909,8.075
3899,MONT-DE-MARSAN,20170910,7.75
3900,MONT-DE-MARSAN,20170911,6.575
3901,MONT-DE-MARSAN,20170912,3.225
3902,MONT-DE-MARSAN,20170913,0.0625
3903,MONT-DE-MARSAN,20170914,2.95
3904,MONT-DE-MARSAN,20170915,2.275
3905,MONT-DE-MARSAN,20170916,4.05
3906,MONT-DE-MARSAN,20170917,14.5125
3907,MONT-DE-MARSAN,20170918,12.025
3908,MONT-DE-MARSAN,20170919,1.975
3909,MONT-DE-MARSAN,20170920,0.0
3910,MONT-DE-MARSAN,20170921,0.0
3911,MONT-DE-MARSAN,20170922,0.175
3912,MONT-DE-MARSAN,20170923,0.0
3913,MONT-DE-MARSAN,20170924,0.15
3914,MONT-DE-MARSAN,20170925,3.65
3915,MONT-DE-MARSAN,20170926,2.55
3916,MONT-DE-MARSAN,20170927,0.05
3917,MONT-DE-MARSAN,20170928,0.0
3918,MONT-DE-MARSAN,20170929,0.0
3919,MONT-DE-MARSAN,20170930,2.85
3920,MONT-DE-MARSAN,20171001,2.5
3921,MONT-DE-MARSAN,20171002,3.375
3922,MONT-DE-MARSAN,20171003,1.2125
3923,MONT-DE-MARSAN,20171004,1.425
3924,MONT-DE-MARSAN,20171005,0.225
3925,MONT-DE-MARSAN,20171006,1.15
3926,MONT-DE-MARSAN,20171007,0.6375
3927,MONT-DE-MARSAN,20171008,0.0
3928,MONT-DE-MARSAN,20171009,0.0
3929,MONT-DE-MARSAN,20171010,0.0
3930,MONT-DE-MARSAN,20171011,0.0
3931,MONT-DE-MARSAN,20171012,0.175
3932,MONT-DE-MARSAN,20171013,0.025
3933,MONT-DE-MARSAN,20171014,0.0
3934,MONT-DE-MARSAN,20171015,0.15
3935,MONT-DE-MARSAN,20171016,0.2
3936,MONT-DE-MARSAN,20171017,0.225
3937,MONT-DE-MARSAN,20171018,2.1
3938,MONT-DE-MARSAN,20171019,3.075
3939,MONT-DE-MARSAN,20171020,0.05
3940,MONT-DE-MARSAN,20171021,2.35
3941,MONT-DE-MARSAN,20171022,4.625
3942,MONT-DE-MARSAN,20171023,0.7875
3943,MONT-DE-MARSAN,20171024,-0.0125
3944,MONT-DE-MARSAN,20171025,0.0
3945,MONT-DE-MARSAN,20171026,0.0
3946,MONT-DE-MARSAN,20171027,-1249.875
3947,MONT-DE-MARSAN,20171028,0.0
3948,MONT-DE-MARSAN,20171029,0.3
3949,MONT-DE-MARSAN,20171030,1.55
3950,MONT-DE-MARSAN,20171031,0.15
3951,MONT-DE-MARSAN,20171101,0.0
3952,MONT-DE-MARSAN,20171102,0.0
3953,MONT-DE-MARSAN,20171103,0.0
3954,MONT-DE-MARSAN,20171104,0.1125
3955,MONT-DE-MARSAN,20171105,4.225
3956,MONT-DE-MARSAN,20171106,1.85
3957,MONT-DE-MARSAN,20171107,0.0
3958,MONT-DE-MARSAN,20171108,-1247.65
3959,MONT-DE-MARSAN,20171109,2.45
3960,MONT-DE-MARSAN,20171110,0.3
3961,MONT-DE-MARSAN,20171111,0.775
3962,MONT-DE-MARSAN,20171112,1.975
3963,MONT-DE-MARSAN,20171113,1.7125
3964,MONT-DE-MARSAN,20171114,0.0
3965,MONT-DE-MARSAN,20171115,0.0
3966,MONT-DE-MARSAN,20171116,0.0
3967,MONT-DE-MARSAN,20171117,0.0
3968,MONT-DE-MARSAN,20171118,0.0
3969,MONT-DE-MARSAN,20171119,0.0
3970,MONT-DE-MARSAN,20171120,0.0
3971,MONT-DE-MARSAN,20171121,0.0
3972,MONT-DE-MARSAN,20171122,0.0
3973,MONT-DE-MARSAN,20171123,0.0
3974,MONT-DE-MARSAN,20171124,-0.05
3975,MONT-DE-MARSAN,20171125,5.1625
3976,MONT-DE-MARSAN,20171126,1.325
3977,MONT-DE-MARSAN,20171127,0.0
3978,MONT-DE-MARSAN,20171128,1.225
3979,MONT-DE-MARSAN,20171129,4.85714285714
3980,MONT-DE-MARSAN,20171130,-4999.3625
3981,MONT-DE-MARSAN,20171201,4.025
3982,MONT-DE-MARSAN,20171202,0.3875
3983,MONT-DE-MARSAN,20171203,-0.0375
3984,MONT-DE-MARSAN,20171204,-6249.375
3985,MONT-DE-MARSAN,20171205,-3749.625
3986,MONT-DE-MARSAN,20171206,0.0
3987,MONT-DE-MARSAN,20171207,-0.0125
3988,MONT-DE-MARSAN,20171208,2.225
3989,MONT-DE-MARSAN,20171209,1.0
3990,MONT-DE-MARSAN,20171210,31.1375
3991,MONT-DE-MARSAN,20171211,27.6
3992,MONT-DE-MARSAN,20171212,10.5875
3993,MONT-DE-MARSAN,20171213,0.0875
3994,MONT-DE-MARSAN,20171214,9.1625
3995,MONT-DE-MARSAN,20171215,14.6
3996,MONT-DE-MARSAN,20171216,8.8625
3997,MONT-DE-MARSAN,20171217,0.4625
3998,MONT-DE-MARSAN,20171218,2.4
3999,MONT-DE-MARSAN,20171219,1.85
4000,MONT-DE-MARSAN,20171220,0.0
4001,MONT-DE-MARSAN,20171221,0.0
4002,MONT-DE-MARSAN,20171222,-0.0625
4003,MONT-DE-MARSAN,20171223,-0.1
4004,MONT-DE-MARSAN,20171224,-0.0375
4005,MONT-DE-MARSAN,20171225,0.0
4006,MONT-DE-MARSAN,20171226,1.8
4007,MONT-DE-MARSAN,20171227,9.925
4008,MONT-DE-MARSAN,20171228,6.8
4009,MONT-DE-MARSAN,20171229,2.6
4010,MONT-DE-MARSAN,20171230,1.225
4011,MONT-DE-MARSAN,20171231,0.5625
4012,MONT-DE-MARSAN,20180101,6.325
4013,MONT-DE-MARSAN,20180102,13.4625
4014,MONT-DE-MARSAN,20180103,10.2375
4015,MONT-DE-MARSAN,20180104,2.5
4016,MONT-DE-MARSAN,20180105,0.775
4017,MONT-DE-MARSAN,20180106,16.55
4018,MONT-DE-MARSAN,20180107,6.825
4019,MONT-DE-MARSAN,20180108,18.2375
4020,MONT-DE-MARSAN,20180109,1.7875
4021,MONT-DE-MARSAN,20180110,0.3
4022,MONT-DE-MARSAN,20180111,5.425
4023,MONT-DE-MARSAN,20180112,1.225
4024,MONT-DE-MARSAN,20180113,0.0
4025,MONT-DE-MARSAN,20180114,5.4375
4026,MONT-DE-MARSAN,20180115,2.625
4027,MONT-DE-MARSAN,20180116,7.325
4028,MONT-DE-MARSAN,20180117,8.075
4029,MONT-DE-MARSAN,20180118,2.0
4030,MONT-DE-MARSAN,20180119,3.2
4031,MONT-DE-MARSAN,20180120,7.7875
4032,MONT-DE-MARSAN,20180121,17.5375
4033,MONT-DE-MARSAN,20180122,3.6
4034,MONT-DE-MARSAN,20180123,2.0
4035,MONT-DE-MARSAN,20180124,0.675
4036,MONT-DE-MARSAN,20180125,0.2
4037,MONT-DE-MARSAN,20180126,5.65
4038,MONT-DE-MARSAN,20180127,2.1875
4039,MONT-DE-MARSAN,20180128,0.0
4040,MONT-DE-MARSAN,20180129,-0.0125
4041,MONT-DE-MARSAN,20180130,-0.1
4042,MONT-DE-MARSAN,20180131,-0.025
4043,MONT-DE-MARSAN,20180201,6.75
4044,MONT-DE-MARSAN,20180202,4.725
4045,MONT-DE-MARSAN,20180203,1.725
4046,MONT-DE-MARSAN,20180204,4.4
4047,MONT-DE-MARSAN,20180205,0.1875
4048,MONT-DE-MARSAN,20180206,0.3625
4049,MONT-DE-MARSAN,20180207,-0.0125
4050,MONT-DE-MARSAN,20180208,-0.0875
4051,MONT-DE-MARSAN,20180209,0.125
4052,MONT-DE-MARSAN,20180210,0.275
4053,MONT-DE-MARSAN,20180211,2.0625
4054,MONT-DE-MARSAN,20180212,4.675
4055,MONT-DE-MARSAN,20180213,1.3375
4056,MONT-DE-MARSAN,20180214,7.0375
4057,MONT-DE-MARSAN,20180215,8.2375
4058,MONT-DE-MARSAN,20180216,0.0625
4059,MONT-DE-MARSAN,20180217,1.4125
4060,MONT-DE-MARSAN,20180218,4.775
4061,MONT-DE-MARSAN,20180219,10.2
4062,MONT-DE-MARSAN,20180220,6.1
4063,MONT-DE-MARSAN,20180221,3.075
4064,MONT-DE-MARSAN,20180222,0.1125
4065,MONT-DE-MARSAN,20180223,0.0
4066,MONT-DE-MARSAN,20180224,0.0
4067,MONT-DE-MARSAN,20180225,0.0
4068,MONT-DE-MARSAN,20180226,0.0
4069,MONT-DE-MARSAN,20180227,0.0
4070,MONT-DE-MARSAN,20180228,2.4375
4071,MONT-DE-MARSAN,20180301,-2491.6125
4072,MONT-DE-MARSAN,20180302,5.7
4073,MONT-DE-MARSAN,20180303,0.6
4074,MONT-DE-MARSAN,20180304,4.725
4075,MONT-DE-MARSAN,20180305,2.725
4076,MONT-DE-MARSAN,20180306,0.6375
4077,MONT-DE-MARSAN,20180307,8.9
4078,MONT-DE-MARSAN,20180308,5.3
4079,MONT-DE-MARSAN,20180309,-4999.5
4080,MONT-DE-MARSAN,20180310,-4996.4
4081,MONT-DE-MARSAN,20180311,1.775
4082,MONT-DE-MARSAN,20180312,3.0625
4083,MONT-DE-MARSAN,20180313,3.225
4084,MONT-DE-MARSAN,20180314,0.625
4085,MONT-DE-MARSAN,20180315,5.925
4086,MONT-DE-MARSAN,20180316,2.2
4087,MONT-DE-MARSAN,20180317,0.4625
4088,MONT-DE-MARSAN,20180318,3.525
4089,MONT-DE-MARSAN,20180319,3.8
4090,MONT-DE-MARSAN,20180320,2.925
4091,MONT-DE-MARSAN,20180321,-0.0375
4092,MONT-DE-MARSAN,20180322,0.0
4093,MONT-DE-MARSAN,20180323,0.0
4094,MONT-DE-MARSAN,20180324,4.7
4095,MONT-DE-MARSAN,20180325,9.9125
4096,MONT-DE-MARSAN,20180326,3.8875
4097,MONT-DE-MARSAN,20180327,4.8
4098,MONT-DE-MARSAN,20180328,13.95
4099,MONT-DE-MARSAN,20180329,4.65
4100,MONT-DE-MARSAN,20180330,0.875
4101,MONT-DE-MARSAN,20180331,3.5
4102,MONT-DE-MARSAN,20180401,3.325
4103,MONT-DE-MARSAN,20180402,-0.0375
4104,MONT-DE-MARSAN,20180403,-0.075
4105,MONT-DE-MARSAN,20180404,0.0125
4106,MONT-DE-MARSAN,20180405,0.9
4107,MONT-DE-MARSAN,20180406,0.125
4108,MONT-DE-MARSAN,20180407,4.05
4109,MONT-DE-MARSAN,20180408,8.775
4110,MONT-DE-MARSAN,20180409,3.875
4111,MONT-DE-MARSAN,20180410,1.525
4112,MONT-DE-MARSAN,20180411,1.65
4113,MONT-DE-MARSAN,20180412,0.575
4114,MONT-DE-MARSAN,20180413,-0.0375
4115,MONT-DE-MARSAN,20180414,-0.025
4116,MONT-DE-MARSAN,20180415,-0.075
4117,MONT-DE-MARSAN,20180416,0.275
4118,MONT-DE-MARSAN,20180417,-1249.7625
4119,MONT-DE-MARSAN,20180418,0.0
4120,MONT-DE-MARSAN,20180419,0.0
4121,MONT-DE-MARSAN,20180420,0.0
4122,MONT-DE-MARSAN,20180421,0.0
4123,MONT-DE-MARSAN,20180422,-0.0625
4124,MONT-DE-MARSAN,20180423,1.15
4125,MONT-DE-MARSAN,20180424,0.1
4126,MONT-DE-MARSAN,20180425,-0.0625
4127,MONT-DE-MARSAN,20180426,-0.0875
4128,MONT-DE-MARSAN,20180427,-0.0375
4129,MONT-DE-MARSAN,20180428,8.75
4130,MONT-DE-MARSAN,20180429,11.8375
4131,MONT-DE-MARSAN,20180430,2.825
4132,MONT-DE-MARSAN,20180501,1.85
4133,MONT-DE-MARSAN,20180502,0.3625
4134,MONT-DE-MARSAN,20180503,3.05
4135,MONT-DE-MARSAN,20180504,0.4875
4136,MONT-DE-MARSAN,20180505,0.0
4137,MONT-DE-MARSAN,20180506,0.0
4138,MONT-DE-MARSAN,20180507,5.8125
4139,MONT-DE-MARSAN,20180508,10.05
4140,MONT-DE-MARSAN,20180509,0.3625
4141,MONT-DE-MARSAN,20180510,-1248.7625
4142,MONT-DE-MARSAN,20180511,-3749.225
4143,MONT-DE-MARSAN,20180512,9.975
4144,MONT-DE-MARSAN,20180513,-1243.175
4145,MONT-DE-MARSAN,20180514,-1246.125
4146,MONT-DE-MARSAN,20180515,-1247.7
4147,MONT-DE-MARSAN,20180516,0.275
4148,MONT-DE-MARSAN,20180517,0.0
4149,MONT-DE-MARSAN,20180518,-0.025
4150,MONT-DE-MARSAN,20180519,-0.075
4151,MONT-DE-MARSAN,20180520,0.0
4152,MONT-DE-MARSAN,20180521,0.475
4153,MONT-DE-MARSAN,20180522,4.325
4154,MONT-DE-MARSAN,20180523,2.0
4155,MONT-DE-MARSAN,20180524,0.85
4156,MONT-DE-MARSAN,20180525,0.65
4157,MONT-DE-MARSAN,20180526,9.8625
4158,MONT-DE-MARSAN,20180527,13.9857142857
4159,MONT-DE-MARSAN,20180528,0.3875
4160,MONT-DE-MARSAN,20180529,14.9375
4161,MONT-DE-MARSAN,20180530,5.675
4162,MONT-DE-MARSAN,20180531,14.575
4163,MONT-DE-MARSAN,20180601,-0.0375
4164,MONT-DE-MARSAN,20180602,-0.0125
4165,MONT-DE-MARSAN,20180603,7.4875
4166,MONT-DE-MARSAN,20180604,25.8
4167,MONT-DE-MARSAN,20180605,17.875
4168,MONT-DE-MARSAN,20180606,9.8
4169,MONT-DE-MARSAN,20180607,0.6
4170,MONT-DE-MARSAN,20180608,0.2
4171,MONT-DE-MARSAN,20180609,2.025
4172,MONT-DE-MARSAN,20180610,2.7
4173,MONT-DE-MARSAN,20180611,4.65
4174,MONT-DE-MARSAN,20180612,11.325
4175,MONT-DE-MARSAN,20180613,9.65
4176,MONT-DE-MARSAN,20180614,1.85
4177,MONT-DE-MARSAN,20180615,-0.025
4178,MONT-DE-MARSAN,20180616,0.1625
4179,MONT-DE-MARSAN,20180617,0.3375
4180,MONT-DE-MARSAN,20180618,0.325
4181,MONT-DE-MARSAN,20180619,0.3
4182,MONT-DE-MARSAN,20180620,0.0
4183,MONT-DE-MARSAN,20180621,0.0
4184,MONT-DE-MARSAN,20180622,0.0
4185,MONT-DE-MARSAN,20180623,0.0
4186,MONT-DE-MARSAN,20180624,0.0
4187,MONT-DE-MARSAN,20180625,0.0
4188,MONT-DE-MARSAN,20180626,0.0
4189,MONT-DE-MARSAN,20180627,0.0
4190,MONT-DE-MARSAN,20180628,0.0
4191,MONT-DE-MARSAN,20180629,0.0
4192,MONT-DE-MARSAN,20180630,0.025
4193,MONT-DE-MARSAN,20180701,5.9
4194,MONT-DE-MARSAN,20180702,58.4125
4195,MONT-DE-MARSAN,20180703,0.6625
4196,MONT-DE-MARSAN,20180704,1.35
4197,MONT-DE-MARSAN,20180705,9.675
4198,MONT-DE-MARSAN,20180706,3.5
4199,MONT-DE-MARSAN,20180707,-0.0125
4200,MONT-DE-MARSAN,20180708,0.15
4201,MONT-DE-MARSAN,20180709,0.05
4202,MONT-DE-MARSAN,20180710,0.0
4203,MONT-DE-MARSAN,20180711,0.0
4204,MONT-DE-MARSAN,20180712,0.35
4205,MONT-DE-MARSAN,20180713,0.92
4206,MONT-DE-MARSAN,20180714,0.925
4207,MONT-DE-MARSAN,20180715,0.025
4208,MONT-DE-MARSAN,20180716,4.1625
4209,MONT-DE-MARSAN,20180717,5.6125
4210,MONT-DE-MARSAN,20180718,-0.1
4211,MONT-DE-MARSAN,20180719,0.125
4212,MONT-DE-MARSAN,20180720,6.425
4213,MONT-DE-MARSAN,20180721,1.6
4214,MONT-DE-MARSAN,20180722,-1249.7375
4215,MONT-DE-MARSAN,20180723,0.0285714285714
4216,MONT-DE-MARSAN,20180724,-0.0714285714286
4217,MONT-DE-MARSAN,20180725,0.15
4218,MONT-DE-MARSAN,20180726,0.175
