	Nom	JJ	t
4089	MONT-DE-MARSAN	20180319	4.3375
4090	MONT-DE-MARSAN	20180320	3.8
4091	MONT-DE-MARSAN	20180321	4.5875
4092	MONT-DE-MARSAN	20180322	4.2875
4093	MONT-DE-MARSAN	20180323	5.1375
4094	MONT-DE-MARSAN	20180324	8.7875
4095	MONT-DE-MARSAN	20180325	8.925
4096	MONT-DE-MARSAN	20180326	10.05
4097	MONT-DE-MARSAN	20180327	10.5375
4098	MONT-DE-MARSAN	20180328	12.6
4099	MONT-DE-MARSAN	20180329	10.575
4100	MONT-DE-MARSAN	20180330	10.75
4101	MONT-DE-MARSAN	20180331	8.1
4102	MONT-DE-MARSAN	20180401	10.65
4103	MONT-DE-MARSAN	20180402	13.15
4104	MONT-DE-MARSAN	20180403	15.65
4105	MONT-DE-MARSAN	20180404	15.55
4106	MONT-DE-MARSAN	20180405	12.8
4107	MONT-DE-MARSAN	20180406	14.7
4108	MONT-DE-MARSAN	20180407	12.5875
4109	MONT-DE-MARSAN	20180408	11.325
4110	MONT-DE-MARSAN	20180409	11.5875
4111	MONT-DE-MARSAN	20180410	10.8875
4112	MONT-DE-MARSAN	20180411	10.4125
4113	MONT-DE-MARSAN	20180412	11.25
4114	MONT-DE-MARSAN	20180413	11.9
4115	MONT-DE-MARSAN	20180414	12.9875
4116	MONT-DE-MARSAN	20180415	13.0875
4117	MONT-DE-MARSAN	20180416	12.5625
4118	MONT-DE-MARSAN	20180417	14.625
4119	MONT-DE-MARSAN	20180418	17.7
4120	MONT-DE-MARSAN	20180419	19.1875
4121	MONT-DE-MARSAN	20180420	19.0375
4122	MONT-DE-MARSAN	20180421	19.0375
4123	MONT-DE-MARSAN	20180422	19.3625
4124	MONT-DE-MARSAN	20180423	16.3
4125	MONT-DE-MARSAN	20180424	19.7625
4126	MONT-DE-MARSAN	20180425	14.85
4127	MONT-DE-MARSAN	20180426	14.0625
4128	MONT-DE-MARSAN	20180427	11.4875
4129	MONT-DE-MARSAN	20180428	11.875
4130	MONT-DE-MARSAN	20180429	11.95
4131	MONT-DE-MARSAN	20180430	9.6625
4132	MONT-DE-MARSAN	20180501	10.0
4133	MONT-DE-MARSAN	20180502	9.8
4134	MONT-DE-MARSAN	20180503	11.0875
4135	MONT-DE-MARSAN	20180504	12.2
4136	MONT-DE-MARSAN	20180505	14.5125
4137	MONT-DE-MARSAN	20180506	17.9625
4138	MONT-DE-MARSAN	20180507	18.575
4139	MONT-DE-MARSAN	20180508	15.95
4140	MONT-DE-MARSAN	20180509	14.675
4141	MONT-DE-MARSAN	20180510	13.45
4142	MONT-DE-MARSAN	20180511	15.0375
4143	MONT-DE-MARSAN	20180512	11.4125
4144	MONT-DE-MARSAN	20180513	9.925
4145	MONT-DE-MARSAN	20180514	10.8875
4146	MONT-DE-MARSAN	20180515	13.3625
4147	MONT-DE-MARSAN	20180516	14.55
4148	MONT-DE-MARSAN	20180517	14.7125
4149	MONT-DE-MARSAN	20180518	16.7
4150	MONT-DE-MARSAN	20180519	17.875
4151	MONT-DE-MARSAN	20180520	18.1625
4152	MONT-DE-MARSAN	20180521	18.175
4153	MONT-DE-MARSAN	20180522	17.6875
4154	MONT-DE-MARSAN	20180523	19.4
4155	MONT-DE-MARSAN	20180524	19.6875
4156	MONT-DE-MARSAN	20180525	19.125
4157	MONT-DE-MARSAN	20180526	17.65
4158	MONT-DE-MARSAN	20180527	17.9428571429
4159	MONT-DE-MARSAN	20180528	16.975
4160	MONT-DE-MARSAN	20180529	17.875
4161	MONT-DE-MARSAN	20180530	17.8375
4162	MONT-DE-MARSAN	20180531	18.05
4163	MONT-DE-MARSAN	20180601	20.1
4164	MONT-DE-MARSAN	20180602	20.675
4165	MONT-DE-MARSAN	20180603	18.4
4166	MONT-DE-MARSAN	20180604	18.0625
4167	MONT-DE-MARSAN	20180605	15.825
4168	MONT-DE-MARSAN	20180606	17.4125
4169	MONT-DE-MARSAN	20180607	19.525
4170	MONT-DE-MARSAN	20180608	20.4375
4171	MONT-DE-MARSAN	20180609	20.05
4172	MONT-DE-MARSAN	20180610	18.1125
4173	MONT-DE-MARSAN	20180611	17.5
4174	MONT-DE-MARSAN	20180612	17.2625
4175	MONT-DE-MARSAN	20180613	18.5125
4176	MONT-DE-MARSAN	20180614	17.925
4177	MONT-DE-MARSAN	20180615	16.85
4178	MONT-DE-MARSAN	20180616	18.15
4179	MONT-DE-MARSAN	20180617	16.775
4180	MONT-DE-MARSAN	20180618	17.825
4181	MONT-DE-MARSAN	20180619	20.7875
4182	MONT-DE-MARSAN	20180620	24.4875
4183	MONT-DE-MARSAN	20180621	22.2125
4184	MONT-DE-MARSAN	20180622	22.1875
4185	MONT-DE-MARSAN	20180623	19.9
4186	MONT-DE-MARSAN	20180624	20.775
4187	MONT-DE-MARSAN	20180625	21.9375
4188	MONT-DE-MARSAN	20180626	24.025
4189	MONT-DE-MARSAN	20180627	22.325
4190	MONT-DE-MARSAN	20180628	22.0875
4191	MONT-DE-MARSAN	20180629	23.3125
4192	MONT-DE-MARSAN	20180630	25.7625
4193	MONT-DE-MARSAN	20180701	25.05
4194	MONT-DE-MARSAN	20180702	22.8875
4195	MONT-DE-MARSAN	20180703	22.825
4196	MONT-DE-MARSAN	20180704	21.175
4197	MONT-DE-MARSAN	20180705	20.25
4198	MONT-DE-MARSAN	20180706	21.15
4199	MONT-DE-MARSAN	20180707	22.8375
4200	MONT-DE-MARSAN	20180708	25.1625
4201	MONT-DE-MARSAN	20180709	24.6125
4202	MONT-DE-MARSAN	20180710	23.9875
4203	MONT-DE-MARSAN	20180711	22.95
4204	MONT-DE-MARSAN	20180712	21.8375
4205	MONT-DE-MARSAN	20180713	24.68
4206	MONT-DE-MARSAN	20180714	25.975
4207	MONT-DE-MARSAN	20180715	24.9
4208	MONT-DE-MARSAN	20180716	21.275
4209	MONT-DE-MARSAN	20180717	22.3875
4210	MONT-DE-MARSAN	20180718	23.7375
4211	MONT-DE-MARSAN	20180719	23.275
4212	MONT-DE-MARSAN	20180720	20.025
4213	MONT-DE-MARSAN	20180721	19.925
4214	MONT-DE-MARSAN	20180722	21.225
4215	MONT-DE-MARSAN	20180723	23.5428571429
4216	MONT-DE-MARSAN	20180724	23.8571428571
4217	MONT-DE-MARSAN	20180725	23.6666666667
4218	MONT-DE-MARSAN	20180726	24.275
4219	MONT-DE-MARSAN	20180727	23.975
4220	MONT-DE-MARSAN	20180728	21.925
4221	MONT-DE-MARSAN	20180729	22.35
4222	MONT-DE-MARSAN	20180730	23.475
4223	MONT-DE-MARSAN	20180731	23.1333333333
4224	MONT-DE-MARSAN	20180801	25.3428571429
4225	MONT-DE-MARSAN	20180802	26.2666666667
4226	MONT-DE-MARSAN	20180803	27.2875
4227	MONT-DE-MARSAN	20180804	26.8125
4228	MONT-DE-MARSAN	20180805	26.7875
4229	MONT-DE-MARSAN	20180806	27.6625
4230	MONT-DE-MARSAN	20180807	23.6625
4231	MONT-DE-MARSAN	20180808	23.5
4232	MONT-DE-MARSAN	20180809	19.825
4233	MONT-DE-MARSAN	20180810	18.9125
4234	MONT-DE-MARSAN	20180811	21.275
4235	MONT-DE-MARSAN	20180812	23.35
4236	MONT-DE-MARSAN	20180813	20.9125
4237	MONT-DE-MARSAN	20180814	20.8375
4238	MONT-DE-MARSAN	20180815	21.375
4239	MONT-DE-MARSAN	20180816	21.4
4240	MONT-DE-MARSAN	20180817	19.7625
4241	MONT-DE-MARSAN	20180818	19.625
4242	MONT-DE-MARSAN	20180819	21.325
4243	MONT-DE-MARSAN	20180820	21.55
4244	MONT-DE-MARSAN	20180821	23.55
4245	MONT-DE-MARSAN	20180822	24.7375
4246	MONT-DE-MARSAN	20180823	24.1625
4247	MONT-DE-MARSAN	20180824	20.9
4248	MONT-DE-MARSAN	20180825	16.475
4249	MONT-DE-MARSAN	20180826	18.9125
4250	MONT-DE-MARSAN	20180827	21.4125
4251	MONT-DE-MARSAN	20180828	24.575
4252	MONT-DE-MARSAN	20180829	21.7625
4253	MONT-DE-MARSAN	20180830	18.6875
4254	MONT-DE-MARSAN	20180831	19.0375
4255	MONT-DE-MARSAN	20180901	18.975
4256	MONT-DE-MARSAN	20180902	18.3625
4257	MONT-DE-MARSAN	20180903	18.8875
4258	MONT-DE-MARSAN	20180904	20.925
4259	MONT-DE-MARSAN	20180905	19.775
4260	MONT-DE-MARSAN	20180906	18.8125
4261	MONT-DE-MARSAN	20180907	20.2625
4262	MONT-DE-MARSAN	20180908	20.2625
4263	MONT-DE-MARSAN	20180909	21.3
4264	MONT-DE-MARSAN	20180910	20.675
4265	MONT-DE-MARSAN	20180911	21.725
4266	MONT-DE-MARSAN	20180912	22.275
4267	MONT-DE-MARSAN	20180913	19.7875
4268	MONT-DE-MARSAN	20180914	19.05
4269	MONT-DE-MARSAN	20180915	18.7625
4270	MONT-DE-MARSAN	20180916	19.725
4271	MONT-DE-MARSAN	20180917	23.7375
4272	MONT-DE-MARSAN	20180918	23.625
4273	MONT-DE-MARSAN	20180919	22.5
4274	MONT-DE-MARSAN	20180920	22.0625
4275	MONT-DE-MARSAN	20180921	19.8125
4276	MONT-DE-MARSAN	20180922	20.175
4277	MONT-DE-MARSAN	20180923	21.075
4278	MONT-DE-MARSAN	20180924	16.3
4279	MONT-DE-MARSAN	20180925	12.85
4280	MONT-DE-MARSAN	20180926	16.4
4281	MONT-DE-MARSAN	20180927	20.1
4282	MONT-DE-MARSAN	20180928	22.16
4283	MONT-DE-MARSAN	20180929	18.2
4284	MONT-DE-MARSAN	20180930	16.325
4285	MONT-DE-MARSAN	20181001	12.6625
4286	MONT-DE-MARSAN	20181002	11.275
4287	MONT-DE-MARSAN	20181003	13.85
4288	MONT-DE-MARSAN	20181004	14.075
4289	MONT-DE-MARSAN	20181005	17.275
4290	MONT-DE-MARSAN	20181006	15.125
4291	MONT-DE-MARSAN	20181007	13.025
4292	MONT-DE-MARSAN	20181008	12.6875
4293	MONT-DE-MARSAN	20181009	13.5
4294	MONT-DE-MARSAN	20181010	17.3
4295	MONT-DE-MARSAN	20181011	17.1875
4296	MONT-DE-MARSAN	20181012	19.875
4297	MONT-DE-MARSAN	20181013	21.925
4298	MONT-DE-MARSAN	20181014	17.6375
4299	MONT-DE-MARSAN	20181015	14.125
4300	MONT-DE-MARSAN	20181016	13.575
4301	MONT-DE-MARSAN	20181017	14.325
4302	MONT-DE-MARSAN	20181018	14.6375
4303	MONT-DE-MARSAN	20181019	15.3125
4304	MONT-DE-MARSAN	20181020	15.6625
4305	MONT-DE-MARSAN	20181021	13.9375
4306	MONT-DE-MARSAN	20181022	13.975
4307	MONT-DE-MARSAN	20181023	11.3375
4308	MONT-DE-MARSAN	20181024	11.625
4309	MONT-DE-MARSAN	20181025	11.6125
4310	MONT-DE-MARSAN	20181026	12.1875
4311	MONT-DE-MARSAN	20181027	9.2
4312	MONT-DE-MARSAN	20181028	4.2
4313	MONT-DE-MARSAN	20181029	5.3375
4314	MONT-DE-MARSAN	20181030	8.1375
4315	MONT-DE-MARSAN	20181031	8.8625
4316	MONT-DE-MARSAN	20181101	10.6125
4317	MONT-DE-MARSAN	20181102	9.5375
4318	MONT-DE-MARSAN	20181103	5.575
4319	MONT-DE-MARSAN	20181104	7.4375
4320	MONT-DE-MARSAN	20181105	10.1125
4321	MONT-DE-MARSAN	20181106	10.275
4322	MONT-DE-MARSAN	20181107	10.8625
4323	MONT-DE-MARSAN	20181108	8.325
4324	MONT-DE-MARSAN	20181109	11.325
4325	MONT-DE-MARSAN	20181110	12.7
4326	MONT-DE-MARSAN	20181111	13.9
4327	MONT-DE-MARSAN	20181112	11.5375
4328	MONT-DE-MARSAN	20181113	11.825
4329	MONT-DE-MARSAN	20181114	11.9875
4330	MONT-DE-MARSAN	20181115	11.6
4331	MONT-DE-MARSAN	20181116	11.575
4332	MONT-DE-MARSAN	20181117	10.375
4333	MONT-DE-MARSAN	20181118	11.0125
4334	MONT-DE-MARSAN	20181119	6.3625
4335	MONT-DE-MARSAN	20181120	1.3625
4336	MONT-DE-MARSAN	20181121	4.9625
4337	MONT-DE-MARSAN	20181122	8.0375
4338	MONT-DE-MARSAN	20181123	7.6125
4339	MONT-DE-MARSAN	20181124	6.025
4340	MONT-DE-MARSAN	20181125	8.8625
4341	MONT-DE-MARSAN	20181126	7.95
4342	MONT-DE-MARSAN	20181127	5.775
4343	MONT-DE-MARSAN	20181128	8.65
4344	MONT-DE-MARSAN	20181129	9.35
4345	MONT-DE-MARSAN	20181130	9.9625
4346	MONT-DE-MARSAN	20181201	9.14285714286
4347	MONT-DE-MARSAN	20181202	12.6375
4348	MONT-DE-MARSAN	20181203	13.55
4349	MONT-DE-MARSAN	20181204	14.2
4350	MONT-DE-MARSAN	20181205	11.2
4351	MONT-DE-MARSAN	20181206	13.05
4352	MONT-DE-MARSAN	20181207	12.2375
4353	MONT-DE-MARSAN	20181208	10.5125
4354	MONT-DE-MARSAN	20181209	11.8625
4355	MONT-DE-MARSAN	20181210	9.45
4356	MONT-DE-MARSAN	20181211	4.4875
4357	MONT-DE-MARSAN	20181212	6.7125
4358	MONT-DE-MARSAN	20181213	8.1
4359	MONT-DE-MARSAN	20181214	7.6375
4360	MONT-DE-MARSAN	20181215	8.8125
4361	MONT-DE-MARSAN	20181216	10.0125
4362	MONT-DE-MARSAN	20181217	8.3875
4363	MONT-DE-MARSAN	20181218	7.4875
4364	MONT-DE-MARSAN	20181219	8.6125
4365	MONT-DE-MARSAN	20181220	10.0625
4366	MONT-DE-MARSAN	20181221	10.825
4367	MONT-DE-MARSAN	20181222	12.075
4368	MONT-DE-MARSAN	20181223	10.9625
4369	MONT-DE-MARSAN	20181224	9.4875
4370	MONT-DE-MARSAN	20181225	8.3
4371	MONT-DE-MARSAN	20181226	5.7125
4372	MONT-DE-MARSAN	20181227	5.125
4373	MONT-DE-MARSAN	20181228	8.775
4374	MONT-DE-MARSAN	20181229	5.075
4375	MONT-DE-MARSAN	20181230	1.475
4376	MONT-DE-MARSAN	20181231	2.15
4377	ST GIRONS	20160101	8.7375
4378	ST GIRONS	20160102	6.9875
4379	ST GIRONS	20160103	6.625
4380	ST GIRONS	20160104	8.7
4381	ST GIRONS	20160105	6.175
4382	ST GIRONS	20160106	5.8
4383	ST GIRONS	20160107	10.1625
4384	ST GIRONS	20160108	10.7125
4385	ST GIRONS	20160109	10.5375
4386	ST GIRONS	20160110	9.125
4387	ST GIRONS	20160111	8.4625
4388	ST GIRONS	20160112	6.1125
4389	ST GIRONS	20160113	5.6875
4390	ST GIRONS	20160114	5.81428571429
4391	ST GIRONS	20160115	4.075
4392	ST GIRONS	20160116	1.6625
4393	ST GIRONS	20160117	1.475
4394	ST GIRONS	20160118	4.325
4395	ST GIRONS	20160119	6.2875
4396	ST GIRONS	20160120	6.2
4397	ST GIRONS	20160121	4.6125
4398	ST GIRONS	20160122	6.5875
4399	ST GIRONS	20160123	11.0625
4400	ST GIRONS	20160124	10.025
4401	ST GIRONS	20160125	10.375
4402	ST GIRONS	20160126	9.2
4403	ST GIRONS	20160127	8.1375
4404	ST GIRONS	20160128	6.85
4405	ST GIRONS	20160129	7.8875
4406	ST GIRONS	20160130	8.2875
4407	ST GIRONS	20160131	11.725
4408	ST GIRONS	20160201	11.8125
4409	ST GIRONS	20160202	9.35
4410	ST GIRONS	20160203	7.0
4411	ST GIRONS	20160204	4.225
4412	ST GIRONS	20160205	7.0
4413	ST GIRONS	20160206	8.075
4414	ST GIRONS	20160207	7.3
4415	ST GIRONS	20160208	9.9625
4416	ST GIRONS	20160209	8.5625
4417	ST GIRONS	20160210	5.675
4418	ST GIRONS	20160211	6.9875
4419	ST GIRONS	20160212	8.4375
4420	ST GIRONS	20160213	11.6125
4421	ST GIRONS	20160214	8.04285714286
4422	ST GIRONS	20160215	3.425
4423	ST GIRONS	20160216	2.15
4424	ST GIRONS	20160217	0.725
4425	ST GIRONS	20160218	4.3
4426	ST GIRONS	20160219	3.575
4427	ST GIRONS	20160220	5.225
4428	ST GIRONS	20160221	9.175
4429	ST GIRONS	20160222	7.0625
4430	ST GIRONS	20160223	8.975
4431	ST GIRONS	20160224	8.35
4432	ST GIRONS	20160225	8.075
4433	ST GIRONS	20160226	6.15
4434	ST GIRONS	20160227	4.525
4435	ST GIRONS	20160228	5.3625
4436	ST GIRONS	20160229	4.525
4437	ST GIRONS	20160301	4.9875
4438	ST GIRONS	20160302	7.225
4439	ST GIRONS	20160303	6.0875
4440	ST GIRONS	20160304	8.3125
4441	ST GIRONS	20160305	5.61428571429
4442	ST GIRONS	20160306	4.625
4443	ST GIRONS	20160307	3.88571428571
4444	ST GIRONS	20160308	4.725
4445	ST GIRONS	20160309	4.3875
4446	ST GIRONS	20160310	4.9125
4447	ST GIRONS	20160311	6.05
4448	ST GIRONS	20160312	5.775
4449	ST GIRONS	20160313	6.125
4450	ST GIRONS	20160314	5.1125
4451	ST GIRONS	20160315	8.1375
4452	ST GIRONS	20160316	5.675
4453	ST GIRONS	20160317	4.8125
4454	ST GIRONS	20160318	6.0625
4455	ST GIRONS	20160319	8.55
4456	ST GIRONS	20160320	10.1375
4457	ST GIRONS	20160321	8.7875
4458	ST GIRONS	20160322	7.85
4459	ST GIRONS	20160323	7.925
4460	ST GIRONS	20160324	9.3
4461	ST GIRONS	20160325	7.78571428571
4462	ST GIRONS	20160326	13.9625
4463	ST GIRONS	20160327	10.2875
4464	ST GIRONS	20160328	11.3625
4465	ST GIRONS	20160329	12.35
4466	ST GIRONS	20160330	13.475
4467	ST GIRONS	20160331	9.3375
4468	ST GIRONS	20160401	6.2625
4469	ST GIRONS	20160402	10.05
4470	ST GIRONS	20160403	13.725
4471	ST GIRONS	20160404	12.6125
4472	ST GIRONS	20160405	9.3125
4473	ST GIRONS	20160406	10.0333333333
4474	ST GIRONS	20160407	8.125
4475	ST GIRONS	20160408	5.7625
4476	ST GIRONS	20160409	8.575
4477	ST GIRONS	20160410	13.1375
4478	ST GIRONS	20160411	12.925
4479	ST GIRONS	20160412	12.9
4480	ST GIRONS	20160413	11.3875
4481	ST GIRONS	20160414	14.2
4482	ST GIRONS	20160415	16.375
4483	ST GIRONS	20160416	15.7125
4484	ST GIRONS	20160417	11.05
4485	ST GIRONS	20160418	9.0
4486	ST GIRONS	20160419	12.4875
4487	ST GIRONS	20160420	14.0375
4488	ST GIRONS	20160421	11.2375
4489	ST GIRONS	20160422	10.5875
4490	ST GIRONS	20160423	10.775
4491	ST GIRONS	20160424	8.9125
4492	ST GIRONS	20160425	9.8625
4493	ST GIRONS	20160426	10.3875
4494	ST GIRONS	20160427	9.3
4495	ST GIRONS	20160428	8.9875
4496	ST GIRONS	20160429	11.0625
4497	ST GIRONS	20160430	8.225
4498	ST GIRONS	20160501	7.9875
4499	ST GIRONS	20160502	10.2125
4500	ST GIRONS	20160503	10.4625
4501	ST GIRONS	20160504	13.7125
4502	ST GIRONS	20160505	16.6875
4503	ST GIRONS	20160506	15.25
4504	ST GIRONS	20160507	15.75
4505	ST GIRONS	20160508	14.35
4506	ST GIRONS	20160509	17.5714285714
4507	ST GIRONS	20160510	14.3
4508	ST GIRONS	20160511	10.9875
4509	ST GIRONS	20160512	12.1375
4510	ST GIRONS	20160513	11.95
4511	ST GIRONS	20160514	11.8875
4512	ST GIRONS	20160515	12.8
4513	ST GIRONS	20160516	13.175
4514	ST GIRONS	20160517	14.3625
4515	ST GIRONS	20160518	13.6125
4516	ST GIRONS	20160519	13.05
4517	ST GIRONS	20160520	15.8125
4518	ST GIRONS	20160521	22.4142857143
4519	ST GIRONS	20160522	12.375
4520	ST GIRONS	20160523	11.9375
4521	ST GIRONS	20160524	14.3125
4522	ST GIRONS	20160525	16.35
4523	ST GIRONS	20160526	17.6625
4524	ST GIRONS	20160527	18.9125
4525	ST GIRONS	20160528	18.3
4526	ST GIRONS	20160529	13.6375
4527	ST GIRONS	20160530	12.8625
4528	ST GIRONS	20160531	13.1142857143
4529	ST GIRONS	20160601	12.45
4530	ST GIRONS	20160602	14.925
4531	ST GIRONS	20160603	17.1375
4532	ST GIRONS	20160604	17.6
4533	ST GIRONS	20160605	17.925
4534	ST GIRONS	20160606	18.9625
4535	ST GIRONS	20160607	16.925
4536	ST GIRONS	20160608	20.3
4537	ST GIRONS	20160609	19.7875
4538	ST GIRONS	20160610	16.6625
4539	ST GIRONS	20160611	15.5875
4540	ST GIRONS	20160612	16.5857142857
4541	ST GIRONS	20160613	17.7
4542	ST GIRONS	20160614	17.525
4543	ST GIRONS	20160615	16.125
4544	ST GIRONS	20160616	12.9125
4545	ST GIRONS	20160617	13.975
4546	ST GIRONS	20160622	28.3
4547	ST GIRONS	20160623	23.8571428571
4548	ST GIRONS	20160624	19.5875
4549	ST GIRONS	20160625	16.2125
4550	ST GIRONS	20160626	15.525
4551	ST GIRONS	20160627	18.0375
4552	ST GIRONS	20160628	19.7875
4553	ST GIRONS	20160629	17.875
4554	ST GIRONS	20160630	17.225
4555	ST GIRONS	20160701	18.8375
4556	ST GIRONS	20160702	16.725
4557	ST GIRONS	20160703	18.425
4558	ST GIRONS	20160704	19.95
4559	ST GIRONS	20160705	20.075
4560	ST GIRONS	20160706	22.175
4561	ST GIRONS	20160707	22.5875
4562	ST GIRONS	20160708	22.2125
4563	ST GIRONS	20160709	21.8375
4564	ST GIRONS	20160710	23.425
4565	ST GIRONS	20160711	19.0
4566	ST GIRONS	20160712	15.2625
4567	ST GIRONS	20160713	15.35
4568	ST GIRONS	20160714	15.3
4569	ST GIRONS	20160715	15.5625
4570	ST GIRONS	20160716	17.6625
4571	ST GIRONS	20160717	21.625
4572	ST GIRONS	20160718	24.5625
4573	ST GIRONS	20160719	26.625
4574	ST GIRONS	20160720	21.725
4575	ST GIRONS	20160721	19.375
4576	ST GIRONS	20160722	19.0
4577	ST GIRONS	20160723	18.5375
4578	ST GIRONS	20160724	20.35
4579	ST GIRONS	20160725	21.1875
4580	ST GIRONS	20160726	21.45
4581	ST GIRONS	20160727	19.6125
4582	ST GIRONS	20160728	19.1625
4583	ST GIRONS	20160729	20.9875
4584	ST GIRONS	20160730	22.175
4585	ST GIRONS	20160731	18.6375
4586	ST GIRONS	20160801	18.3375
4587	ST GIRONS	20160802	19.85
4588	ST GIRONS	20160803	21.9625
4589	ST GIRONS	20160804	18.8625
4590	ST GIRONS	20160805	18.775
4591	ST GIRONS	20160806	18.825
4592	ST GIRONS	20160807	18.3285714286
4593	ST GIRONS	20160808	20.36
4594	ST GIRONS	20160809	18.1625
4595	ST GIRONS	20160810	17.8375
4596	ST GIRONS	20160811	16.5625
4597	ST GIRONS	20160812	18.575
4598	ST GIRONS	20160813	22.5375
4599	ST GIRONS	20160814	23.6125
4600	ST GIRONS	20160815	22.2375
4601	ST GIRONS	20160816	24.05
4602	ST GIRONS	20160817	20.8375
4603	ST GIRONS	20160818	18.825
4604	ST GIRONS	20160819	22.425
4605	ST GIRONS	20160820	16.925
4606	ST GIRONS	20160821	17.4875
4607	ST GIRONS	20160822	20.4875
4608	ST GIRONS	20160823	23.7375
4609	ST GIRONS	20160824	23.8125
4610	ST GIRONS	20160825	25.1625
4611	ST GIRONS	20160826	22.8875
4612	ST GIRONS	20160827	24.925
4613	ST GIRONS	20160828	21.3166666667
4614	ST GIRONS	20160829	17.02
4615	ST GIRONS	20160830	19.0125
4616	ST GIRONS	20160831	20.025
4617	ST GIRONS	20160901	21.7
4618	ST GIRONS	20160902	22.15
4619	ST GIRONS	20160903	22.1375
4620	ST GIRONS	20160904	22.2
4621	ST GIRONS	20160905	20.0
4622	ST GIRONS	20160906	21.3125
4623	ST GIRONS	20160907	23.3
4624	ST GIRONS	20160908	20.3625
4625	ST GIRONS	20160909	20.3375
4626	ST GIRONS	20160910	19.175
4627	ST GIRONS	20160911	21.1375
4628	ST GIRONS	20160912	23.85
4629	ST GIRONS	20160913	23.975
4630	ST GIRONS	20160914	13.8142857143
4631	ST GIRONS	20160915	15.4125
4632	ST GIRONS	20160916	14.2125
4633	ST GIRONS	20160917	13.275
4634	ST GIRONS	20160918	13.3625
4635	ST GIRONS	20160919	14.8375
4636	ST GIRONS	20160920	15.325
4637	ST GIRONS	20160921	16.25
4638	ST GIRONS	20160922	15.8875
4639	ST GIRONS	20160923	15.8625
4640	ST GIRONS	20160924	18.275
4641	ST GIRONS	20160925	16.1375
4642	ST GIRONS	20160926	16.1875
4643	ST GIRONS	20160927	15.975
4644	ST GIRONS	20160928	16.95
4645	ST GIRONS	20160929	18.4375
4646	ST GIRONS	20160930	17.6625
4647	ST GIRONS	20161001	15.725
4648	ST GIRONS	20161002	14.675
4649	ST GIRONS	20161003	16.0375
4650	ST GIRONS	20161004	17.575
4651	ST GIRONS	20161005	16.4125
4652	ST GIRONS	20161006	14.3714285714
4653	ST GIRONS	20161007	13.2625
4654	ST GIRONS	20161008	12.3
4655	ST GIRONS	20161009	11.175
4656	ST GIRONS	20161010	10.4333333333
4657	ST GIRONS	20161011	8.7
4658	ST GIRONS	20161012	11.375
4659	ST GIRONS	20161013	13.1875
4660	ST GIRONS	20161014	12.125
4661	ST GIRONS	20161015	13.5625
4662	ST GIRONS	20161016	13.0375
4663	ST GIRONS	20161017	14.325
4664	ST GIRONS	20161018	14.3875
4665	ST GIRONS	20161019	12.0
4666	ST GIRONS	20161020	10.0
4667	ST GIRONS	20161021	9.0875
4668	ST GIRONS	20161022	9.35
4669	ST GIRONS	20161023	15.4125
4670	ST GIRONS	20161024	15.0666666667
4671	ST GIRONS	20161028	13.2666666667
4672	ST GIRONS	20161029	11.7625
4673	ST GIRONS	20161030	11.375
4674	ST GIRONS	20161031	11.075
4675	ST GIRONS	20161101	10.8875
4676	ST GIRONS	20161102	10.075
4677	ST GIRONS	20161103	9.25
4678	ST GIRONS	20161104	11.45
4679	ST GIRONS	20161105	9.125
4680	ST GIRONS	20161106	7.0875
4681	ST GIRONS	20161107	5.2875
4682	ST GIRONS	20161108	5.5125
4683	ST GIRONS	20161109	9.15
4684	ST GIRONS	20161110	9.4
4685	ST GIRONS	20161111	9.6625
4686	ST GIRONS	20161112	9.5875
4687	ST GIRONS	20161113	10.3
4688	ST GIRONS	20161114	8.5875
4689	ST GIRONS	20161115	7.2625
4690	ST GIRONS	20161116	6.75
4691	ST GIRONS	20161117	8.7125
4692	ST GIRONS	20161118	9.075
4693	ST GIRONS	20161119	8.65714285714
4694	ST GIRONS	20161120	10.65
4695	ST GIRONS	20161121	11.95
4696	ST GIRONS	20161122	9.5625
4697	ST GIRONS	20161123	7.5875
4698	ST GIRONS	20161124	7.7375
4699	ST GIRONS	20161125	6.925
4700	ST GIRONS	20161126	3.2625
4701	ST GIRONS	20161127	6.325
4702	ST GIRONS	20161128	5.85
4703	ST GIRONS	20161129	7.65
4704	ST GIRONS	20161130	5.9625
4705	ST GIRONS	20161201	5.0375
4706	ST GIRONS	20161202	5.175
4707	ST GIRONS	20161203	3.75
4708	ST GIRONS	20161204	6.6875
4709	ST GIRONS	20161205	8.425
4710	ST GIRONS	20161206	7.375
4711	ST GIRONS	20161207	6.575
4712	ST GIRONS	20161208	5.4125
4713	ST GIRONS	20161209	5.9125
4714	ST GIRONS	20161210	6.125
4715	ST GIRONS	20161211	5.45
4716	ST GIRONS	20161212	6.05
4717	ST GIRONS	20161213	5.9
4718	ST GIRONS	20161214	4.9
4719	ST GIRONS	20161215	4.05
4720	ST GIRONS	20161216	3.4375
4721	ST GIRONS	20161217	3.8125
4722	ST GIRONS	20161218	3.925
4723	ST GIRONS	20161219	1.7875
4724	ST GIRONS	20161220	2.8625
4725	ST GIRONS	20161221	2.475
4726	ST GIRONS	20161222	4.14285714286
4727	ST GIRONS	20161223	9.0
4728	ST GIRONS	20161224	8.8375
